mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
49	49	193	193	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	293								
49	49	194	194	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	294	di,							
49	49	192	192	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	295								
49	49	193	193	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	296								
49	49	194	194	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	297								
50	50	197	197	2.0	1/4	1/4	Chord	2/2	1	1	1/2	1/2	1	298	ne-							
50	50	199	199	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	299	que							
50	50	399/2	399/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	300	me							
50	50	196	196	4.0	0	0	Chord	2/2	2	1	1	1	1	301								
51	51	200	200	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	302	da-							
51	51	201	201	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	303	mnes							
51	51	203	203	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	304	in							
51	51	200	200	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	305								
51	51	202	202	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	306								
52	52	204	204	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	307	tem-							
52	52	205	205	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	308	po-							
52	52	411/2	411/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	309	re							
52	52	206	206	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	310	ju-							
52	52	207	207	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	311	di-							
52	52	204	204	3.0	0	0	Chord	2/2	2	1	3/4	1/2	3/2	312								
52	52	207	207	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	313								
53	53	208	208	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	314	can-							6
53	53	209	209	2.0	1/4	1/4	Chord	2/2	1	1	1/2	1/2	1	315								6
53	53	211	211	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	316								
53	53	208	208	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	317								
53	53	209	209	2.0	1/4	1/4	Chord	2/2	2	1	1/2	1/2	1	318	4							
53	53	211	211	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	319								
54	54	212	212	4.0	0	0	Chord	2/2	1	1	1	1	1	320	di.							
54	54	212	212	4.0	0	0	Chord	2/2	2	1	1	1	1	321								
55	55	217	217	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	322	Si							
55	55	218	218	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	323	e-							
55	55	219	219	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	324	nim							
55	55	439/2	439/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	325	ad-							
55	55	216	216	4.0	0	0	Chord	2/2	2	1	1	1	1	326								
56	56	220	220	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	327	mi-							
56	56	221	221	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	328	si,							
56	56	223	223	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	329	un-							
56	56	447/2	447/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	330	de							
56	56	220	220	4.0	0	0	Chord	2/2	2	1	1	1	1	331								
57	57	224	224	1.5	0	0	Chord	2/2	1	1	3/8	1/4	3/2	332	me							
57	57	451/2	451/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	333	da-							
57	57	226	226	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	334	mna-							
57	57	227	227	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	335	re							
57	57	224	224	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	336								
57	57	226	226	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	337	6							
57	57	227	227	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	338	5							
58	58	228	228	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	339	po-							
58	58	230	230	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	340	tes,							
58	58	228	228	4.0	0	0	Chord	2/2	2	1	1	1	1	341								
59	59	233	233	1.5	1/4	1/4	Chord	2/2	1	1	3/8	1/4	3/2	342	tu							
59	59	469/2	469/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	343	non							
59	59	235	235	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	344	a-							
59	59	471/2	471/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	345	mi-							
59	59	232	232	4.0	0	0	Chord	2/2	2	1	1	1	1	346								
60	60	236	236	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	347	si-							
60	60	238	238	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	348	sti,							
60	60	236	236	4.0	0	0	Chord	2/2	2	1	1	1	1	349								
61	61	240	240	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	350	un-							
61	61	481/2	481/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	351	de							
61	61	241	241	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	352	me							
61	61	483/2	483/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	353	sal-							
61	61	242	242	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	354	va-							
61	61	243	243	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	355	re							
61	61	240	240	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	356								
61	61	241	241	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	357								
61	61	242	242	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	358								
61	61	243	243	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	359								
62	62	244	244	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	360	po-							
62	62	246	246	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	361	tes,							
62	62	244	244	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	362								
62	62	489/2	489/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	363								
62	62	245	245	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	364								
62	62	491/2	491/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	365								
62	62	246	246	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	366								
62	62	247	247	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	367								
63	63	248	248	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	368	un-							
63	63	497/2	497/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	369	de							
63	63	249	249	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	370	me							
63	63	499/2	499/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	371	sal-							
63	63	250	250	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	372	va-							
63	63	251	251	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	373	re,							
63	63	503/2	503/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	374	sal-							
63	63	248	248	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	375								
63	63	249	249	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	376								
63	63	250	250	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	377								
63	63	251	251	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	378								
64	64	252	252	1.5	0	0	Chord	2/2	1	1	3/8	1/4	3/2	379	va-							
64	64	507/2	507/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	380	re							
64	64	254	254	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	381	po-							
64	64	252	252	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	382								
64	64	253	253	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	383								
64	64	254	254	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	384								
64	64	509/2	509/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	385								
64	64	255	255	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	386								
64	64	511/2	511/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	387								
65	65	256	256	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	388	tes,							
65	65	257	257	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	389	me							
65	65	515/2	515/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	390	sal-							
65	65	258	258	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	391	va-							
65	65	259	259	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	392	re,							
65	65	519/2	519/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	393	sal-							
65	65	256	256	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	394								
65	65	257	257	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	395								
65	65	515/2	515/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	396								
65	65	258	258	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	397								
65	65	259	259	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	398								
66	66	260	260	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	399	va-							
66	66	261	261	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	400	re							
66	66	262	262	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	401	po-							
66	66	260	260	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	402								
66	66	261	261	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	403								
66	66	262	262	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	404	4							
66	66	263	263	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	405	3							
67	67	264	264	4.0	0	0	Chord	2/2	1	1	1	1	1	406	tes.							
67	67	264	264	4.0	0	0	Chord	2/2	2	1	1	1	1	407								
68	68	541/2	541/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	408	Sis							
68	68	271	271	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	409	er-							
68	68	543/2	543/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	410	go							
68	68	268	268	4.0	0	0	Chord	2/2	2	1	1	1	1	411								
69	69	272	272	1.5	0	0	Chord	2/2	1	1	3/8	1/4	3/2	412	mi-							
69	69	547/2	547/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	413	hi							
69	69	274	274	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	414	Je-							
69	69	272	272	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	415								
69	69	274	274	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	416								
70	70	276	276	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	417	sus,							
70	70	557/2	557/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	418	prop-							
70	70	279	279	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	419	ter							
70	70	559/2	559/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	420	hoc							
70	70	276	276	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	421								
70	70	278	278	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	422								
71	71	280	280	1.5	0	0	Chord	2/2	1	1	3/8	1/4	3/2	423	no-							
71	71	563/2	563/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	424	men							
71	71	282	282	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	425	tu-							
71	71	280	280	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	426								
71	71	282	282	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	427								
72	72	284	284	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	428	um,							
72	72	573/2	573/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	429	et							
72	72	287	287	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	430	mi-							
72	72	575/2	575/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	431	se-							
72	72	284	284	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	432								
72	72	286	286	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	433								
73	73	288	288	1.5	0	0	Chord	2/2	1	1	3/8	1/4	3/2	434	re-							
73	73	579/2	579/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	435	re							
73	73	290	290	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	436	me-							
73	73	288	288	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	437								
73	73	290	290	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	438								
74	74	292	292	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	439	i,							
74	74	587/2	587/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	440	fac							
74	74	294	294	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	441	mi-							
74	74	295	295	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	442	hi							
74	74	591/2	591/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	443	se-							
74	74	292	292	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	444	5							
74	74	293	293	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	445	6							
74	74	294	294	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	446	5							
74	74	295	295	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	447	6							
75	75	296	296	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	448	cun-							
75	75	297	297	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	449	dum							
75	75	595/2	595/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	450	hoc							
75	75	298	298	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	451	no-							
75	75	296	296	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	452	6							
75	75	298	298	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	453	6							
75	75	299	299	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	454								
76	76	300	300	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	455								
76	76	301	301	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	456	men							7
76	76	1205/4	1205/4	0.25	5/16	5/16	Chord	2/2	1	1	1/16	1/16	1	457								7
76	76	603/2	603/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	458								7
76	76	1207/4	1207/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	459								
76	76	302	302	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	460	tu-							
76	76	300	300	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	461								
76	76	301	301	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	462								
76	76	302	302	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	463								
77	77	304	304	4.0	0	0	Chord	2/2	1	1	1	1	1	464	um,							
77	77	304	304	4.0	0	0	Chord	2/2	2	1	1	1	1	465								
78	78	309	309	1.5	1/4	1/4	Chord	2/2	1	1	3/8	1/4	3/2	466	re-							
78	78	621/2	621/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	467	spi-							
78	78	311	311	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	468	ce							
78	78	623/2	623/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	469	me							
78	78	308	308	3.0	0	0	Chord	2/2	2	1	3/4	1/2	3/2	470								
78	78	311	311	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	471	6							
79	79	312	312	1.5	0	0	Chord	2/2	1	1	3/8	1/4	3/2	472	mi-							
79	79	627/2	627/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	473	se-							
79	79	314	314	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	474	rum							
79	79	315	315	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	475	in-							
79	79	631/2	631/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	476	vo-							
79	79	312	312	3.0	0	0	Chord	2/2	2	1	3/4	1/2	3/2	477								
79	79	315	315	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	478	6							
80	80	316	316	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	479	can-							
80	80	317	317	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	480	tem							
80	80	635/2	635/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	481	hoc							
80	80	318	318	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	482	no-							
80	80	319	319	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	483	men							
80	80	639/2	639/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	484	a-							
80	80	316	316	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	485								
80	80	317	317	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	486								
80	80	318	318	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	487								
80	80	319	319	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	488								
81	81	320	320	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	489	ma-							
81	81	321	321	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	490	bi-							
81	81	643/2	643/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	491	le							
81	81	322	322	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	492	tu-							
81	81	323	323	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	493	um:							
81	81	320	320	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	494								
81	81	321	321	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	495	6							
81	81	322	322	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	496								
81	81	323	323	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	497								
82	82	324	324	3.0	0	0	Chord	2/2	1	1	3/4	1/2	3/2	498	Je-							8
82	82	327	327	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	499								
82	82	324	324	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	500								
82	82	326	326	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	501								
83	83	328	328	4.0	0	0	Chord	2/2	1	1	1	1	1	502	sus,							
83	83	328	328	4.0	0	0	Chord	2/2	2	1	1	1	1	503								
84	84	333	333	1.5	1/4	1/4	Chord	2/2	1	1	3/8	1/4	3/2	504	re-							
84	84	669/2	669/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	505	spi-							
84	84	335	335	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	506	ce							
84	84	671/2	671/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	507	me							
84	84	332	332	3.0	0	0	Chord	2/2	2	1	3/4	1/2	3/2	508								
84	84	335	335	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	509	6							
85	85	336	336	1.5	0	0	Chord	2/2	1	1	3/8	1/4	3/2	510	mi-							
85	85	675/2	675/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	511	se-							
85	85	338	338	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	512	rum,							
85	85	336	336	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	513								
85	85	338	338	1.5	1/2	1/2	Chord	2/2	2	1	3/8	1/4	3/2	514								
85	85	679/2	679/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	515								
86	86	341	341	1.5	1/4	1/4	Chord	2/2	1	1	3/8	1/4	3/2	516	re-							
86	86	685/2	685/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	517	spi-							
86	86	343	343	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	518	ce,							
86	86	340	340	1.5	0	0	Chord	2/2	2	1	3/8	1/4	3/2	519								
86	86	683/2	683/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	520								
86	86	342	342	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	521								
87	87	345	345	1.5	1/4	1/4	Chord	2/2	1	1	3/8	1/4	3/2	522	re-							
87	87	693/2	693/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	523	spi-							
87	87	347	347	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	524	ce							
87	87	695/2	695/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	525	me							
87	87	344	344	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	526								
87	87	346	346	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	527	5							
87	87	347	347	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	528	6							
88	88	348	348	1.5	0	0	Chord	2/2	1	1	3/8	1/4	3/2	529	mi-							
88	88	699/2	699/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	530	se-							
88	88	350	350	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	531	rum							
88	88	351	351	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	532	in-							
88	88	703/2	703/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	533	vo-							
88	88	348	348	3.0	0	0	Chord	2/2	2	1	3/4	1/2	3/2	534								
88	88	351	351	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	535								
89	89	352	352	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	536	can-							
89	89	353	353	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	537	tem							
89	89	707/2	707/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	538	hoc							
89	89	354	354	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	539	no-							
89	89	355	355	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	540	men							
89	89	711/2	711/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	541	a-							
89	89	352	352	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	542								
89	89	353	353	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	543								
89	89	354	354	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	544								
89	89	355	355	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	545								
90	90	356	356	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	546	ma-							
90	90	357	357	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	547	bi-							
90	90	715/2	715/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	548	le							
90	90	358	358	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	549	tu-							
90	90	359	359	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	550	um:							
90	90	356	356	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	551								
90	90	357	357	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	552								
90	90	358	358	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	553								
90	90	359	359	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	554								
91	91	360	360	3.0	0	0	Chord	2/2	1	1	3/4	1/2	3/2	555	Je-							9
91	91	363	363	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	556								
91	91	360	360	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	557	4							
91	91	362	362	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	558								
92	92	364	364	4.0	0	0	Chord	2/2	1	1	1	1	1	559	sus.							
92	92	364	364	4.0	0	0	Chord	2/2	2	1	1	1	1	560								
