mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
22	22	130	130	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	120	ein								
22	22	126	126	6.0	0	0	Chord	3/2	4	1	3/2	1	3/2	121	bo-								
22	22	126	126	6.0	0	0	Chord	3/2	5	1	3/2	1	3/2	122									
23	23	132	132	6.0	0	0	Chord	3/2	2	1	3/2	1	3/2	123	bo-								
23	23	132	132	4.0	0	0	Chord	3/2	3	1	1	1	1	124	Kind								
23	23	136	136	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	125	ist								
23	23	132	132	6.0	0	0	Chord	3/2	4	1	3/2	1	3/2	126	ren,								
23	23	132	132	6.0	0	0	Chord	3/2	5	1	3/2	1	3/2	127	6	4							
24	24	138	138	4.0	0	0	Chord	3/2	2	1	1	1	1	128	ren,								
24	24	142	142	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	129	ge-								
24	24	138	138	4.0	0	0	Chord	3/2	3	1	1	1	1	130	uns								
24	24	142	142	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	131	ge-								
24	24	138	138	6.0	0	0	Chord	3/2	4	1	3/2	1	3/2	132									
24	24	138	138	4.0	0	0	Chord	3/2	5	1	1	1	1	133									
24	24	142	142	2.0	1	1	Chord	3/2	5	1	1/2	1/2	1	134	4								
25	25	144	144	3.0	0	0	Chord	3/2	2	1	3/4	1/2	3/2	135	bo-								2
25	25	147	147	0.5	3/4	3/4	Chord	3/2	2	1	1/8	1/8	1	136									2
25	25	295/2	295/2	0.5	7/8	7/8	Chord	3/2	2	1	1/8	1/8	1	137									2
25	25	148	148	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	138									
25	25	144	144	6.0	0	0	Chord	3/2	3	1	3/2	1	3/2	139	bo-								
25	25	144	144	4.0	0	0	Chord	3/2	5	1	1	1	1	140	4								
25	25	148	148	2.0	1	1	Chord	3/2	5	1	1/2	1/2	1	141	3								
26	26	150	150	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	142	ein								
26	26	152	152	2.0	1/2	1/2	Chord	3/2	1	1	1/2	1/2	1	143	Sohn								
26	26	154	154	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	144	ist								
26	26	150	150	4.0	0	0	Chord	3/2	2	1	1	1	1	145	ren,								
26	26	150	150	4.0	0	0	Chord	3/2	3	1	1	1	1	146	ren,								
26	26	150	150	6.0	0	0	Chord	3/2	5	1	3/2	1	3/2	147									
27	27	156	156	4.0	0	0	Chord	3/2	1	1	1	1	1	148	uns								
27	27	160	160	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	149	ge-								
27	27	156	156	2.0	0	0	Chord	3/2	4	1	1/2	1/2	1	150	ein								
27	27	158	158	2.0	1/2	1/2	Chord	3/2	4	1	1/2	1/2	1	151	Sohn								
27	27	160	160	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	152	ist								
27	27	156	156	2.0	0	0	Chord	3/2	5	1	1/2	1/2	1	153									
27	27	158	158	2.0	1/2	1/2	Chord	3/2	5	1	1/2	1/2	1	154									
27	27	160	160	2.0	1	1	Chord	3/2	5	1	1/2	1/2	1	155									
28	28	162	162	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	156	ge-								
28	28	164	164	2.0	1/2	1/2	Chord	3/2	1	1	1/2	1/2	1	157	ben,								
28	28	162	162	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	158	ein								
28	28	164	164	2.0	1/2	1/2	Chord	3/2	2	1	1/2	1/2	1	159	Sohn								
28	28	166	166	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	160	ist								
28	28	162	162	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	161	ein								
28	28	164	164	2.0	1/2	1/2	Chord	3/2	3	1	1/2	1/2	1	162	Sohn								
28	28	166	166	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	163	ist								
28	28	162	162	4.0	0	0	Chord	3/2	4	1	1	1	1	164	uns								
28	28	166	166	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	165	ge-								
28	28	162	162	4.0	0	0	Chord	3/2	5	1	1	1	1	166									
28	28	166	166	2.0	1	1	Chord	3/2	5	1	1/2	1/2	1	167	6								
29	29	168	168	6.0	0	0	Chord	3/2	2	1	3/2	1	3/2	168	uns								
29	29	168	168	4.0	0	0	Chord	3/2	3	1	1	1	1	169	uns								
29	29	172	172	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	170	ge-								
29	29	168	168	2.0	0	0	Chord	3/2	4	1	1/2	1/2	1	171	ge-								
29	29	170	170	2.0	1/2	1/2	Chord	3/2	4	1	1/2	1/2	1	172	ben,								
29	29	168	168	4.0	0	0	Chord	3/2	5	1	1	1	1	173									
29	29	172	172	2.0	1	1	Chord	3/2	5	1	1/2	1/2	1	174									
30	30	174	174	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	175	ge-								
30	30	176	176	4.0	1/2	1/2	Chord	3/2	2	1	1	1	1	176	ge-								
30	30	174	174	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	177									
30	30	176	176	4.0	1/2	1/2	Chord	3/2	3	1	1	1	1	178	ge-								
30	30	174	174	2.0	0	0	Chord	3/2	5	1	1/2	1/2	1	179									
30	30	176	176	4.0	1/2	1/2	Chord	3/2	5	1	1	1	1	180									
31	31	180	180	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	181	ein								
31	31	182	182	2.0	1/2	1/2	Chord	3/2	1	1	1/2	1/2	1	182	Sohn								
31	31	184	184	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	183	ist								
31	31	180	180	4.0	0	0	Chord	3/2	2	1	1	1	1	184	ben,								
31	31	180	180	4.0	0	0	Chord	3/2	3	1	1	1	1	185	ben,								
31	31	180	180	6.0	0	0	Chord	3/2	5	1	3/2	1	3/2	186									
32	32	186	186	4.0	0	0	Chord	3/2	1	1	1	1	1	187	uns,								
32	32	186	186	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	188	ein								
32	32	188	188	2.0	1/2	1/2	Chord	3/2	2	1	1/2	1/2	1	189	Sohn								
32	32	190	190	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	190	ist								
32	32	186	186	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	191	ein								
32	32	188	188	2.0	1/2	1/2	Chord	3/2	3	1	1/2	1/2	1	192	Sohn								
32	32	190	190	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	193	ist								
32	32	186	186	2.0	0	0	Chord	3/2	5	1	1/2	1/2	1	194									
32	32	188	188	2.0	1/2	1/2	Chord	3/2	5	1	1/2	1/2	1	195									
32	32	190	190	2.0	1	1	Chord	3/2	5	1	1/2	1/2	1	196									
33	33	192	192	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	197	ein								
33	33	194	194	2.0	1/2	1/2	Chord	3/2	1	1	1/2	1/2	1	198	Sohn								
33	33	196	196	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	199	ist								
33	33	192	192	4.0	0	0	Chord	3/2	2	1	1	1	1	200	uns,								
33	33	192	192	4.0	0	0	Chord	3/2	3	1	1	1	1	201	uns,								
33	33	192	192	2.0	0	0	Chord	3/2	4	1	1/2	1/2	1	202	ein								
33	33	194	194	2.0	1/2	1/2	Chord	3/2	4	1	1/2	1/2	1	203	Sohn								
33	33	196	196	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	204	ist								
33	33	192	192	2.0	0	0	Chord	3/2	5	1	1/2	1/2	1	205									
33	33	194	194	2.0	1/2	1/2	Chord	3/2	5	1	1/2	1/2	1	206									
33	33	196	196	2.0	1	1	Chord	3/2	5	1	1/2	1/2	1	207									
34	34	198	198	4.0	0	0	Chord	3/2	1	1	1	1	1	208	uns,								
34	34	202	202	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	209	sit								
34	34	198	198	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	210	ein								
34	34	200	200	2.0	1/2	1/2	Chord	3/2	2	1	1/2	1/2	1	211	Sohn								
34	34	202	202	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	212	ist								
34	34	198	198	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	213	ein								
34	34	200	200	2.0	1/2	1/2	Chord	3/2	3	1	1/2	1/2	1	214	Sohn								
34	34	202	202	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	215	ist								
34	34	198	198	4.0	0	0	Chord	3/2	4	1	1	1	1	216	uns,								
34	34	202	202	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	217	sit								
34	34	198	198	4.0	0	0	Chord	3/2	5	1	1	1	1	218									
34	34	202	202	2.0	1	1	Chord	3/2	5	1	1/2	1/2	1	219									
35	35	204	204	3.0	0	0	Chord	3/2	1	1	3/4	1/2	3/2	220	uns								3
35	35	207	207	1.0	3/4	3/4	Chord	3/2	1	1	1/4	1/4	1	221									3
35	35	208	208	2.0	1	1	Chord	3/2	1	1	1/2	1/2	1	222									
35	35	204	204	4.0	0	0	Chord	3/2	2	1	1	1	1	223	uns								
35	35	208	208	2.0	1	1	Chord	3/2	2	1	1/2	1/2	1	224	ge-								
35	35	204	204	4.0	0	0	Chord	3/2	3	1	1	1	1	225	uns								
35	35	208	208	2.0	1	1	Chord	3/2	3	1	1/2	1/2	1	226	ge-								
35	35	204	204	4.0	0	0	Chord	3/2	4	1	1	1	1	227	uns								
35	35	208	208	2.0	1	1	Chord	3/2	4	1	1/2	1/2	1	228	ge-								
35	35	204	204	4.0	0	0	Chord	3/2	5	1	1	1	1	229									
35	35	208	208	2.0	1	1	Chord	3/2	5	1	1/2	1/2	1	230									
36	36	210	210	2.0	0	0	Chord	3/2	1	1	1/2	1/2	1	231	ge-								
36	36	212	212	4.0	1/2	1/2	Chord	3/2	1	1	1	1	1	232	ge-								
36	36	210	210	2.0	0	0	Chord	3/2	2	1	1/2	1/2	1	233									
36	36	212	212	4.0	1/2	1/2	Chord	3/2	2	1	1	1	1	234	ge-								
36	36	210	210	2.0	0	0	Chord	3/2	3	1	1/2	1/2	1	235									
36	36	212	212	4.0	1/2	1/2	Chord	3/2	3	1	1	1	1	236	ge-								
36	36	210	210	2.0	0	0	Chord	3/2	4	1	1/2	1/2	1	237									
36	36	212	212	4.0	1/2	1/2	Chord	3/2	4	1	1	1	1	238	ge-								
36	36	210	210	2.0	0	0	Chord	3/2	5	1	1/2	1/2	1	239									
36	36	212	212	4.0	1/2	1/2	Chord	3/2	5	1	1	1	1	240									
37	37	216	216	4.0	0	0	Chord	4/4	1	1	1	1	1	241	ben,								
37	37	216	216	4.0	0	0	Chord	4/4	2	1	1	1	1	242	ben,								
37	37	216	216	4.0	0	0	Chord	4/4	3	1	1	1	1	243	ben,								
37	37	216	216	4.0	0	0	Chord	4/4	4	1	1	1	1	244	ben,								
37	37	216	216	4.0	0	0	Chord	4/4	5	1	1	1	1	245									
38	38	221	221	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	246	wel-								
38	38	223	223	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	247	ches								
38	38	220	220	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	248									
38	38	222	222	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	249									
39	39	224	224	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	250	Herr-								
39	39	226	226	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	251	schaft								
39	39	225	225	2.0	1/4	1/4	Chord	4/4	4	1	1/2	1/2	1	252	wel-								
39	39	227	227	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	253	ches								
39	39	224	224	3.0	0	0	Chord	4/4	5	1	3/4	1/2	3/2	254									
39	39	227	227	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	255									
40	40	230	230	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	256	ist								
40	40	231	231	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	257	auf								
40	40	228	228	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	258	Herr-								
40	40	230	230	2.0	1/2	1/2	Chord	4/4	4	1	1/2	1/2	1	259	schaft								
40	40	228	228	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	260									
40	40	230	230	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	261									
41	41	232	232	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	262	sei-								
41	41	233	233	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	263	ner								
41	41	234	234	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	264	Schul-								4
41	41	232	232	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	265	ist								
41	41	233	233	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	266	auf								
41	41	234	234	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	267	sei-								
41	41	235	235	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	268	ner								
41	41	232	232	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	269									
41	41	233	233	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	270									
41	41	234	234	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	271									
42	42	236	236	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	272									4
42	42	237	237	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	273									4
42	42	475/2	475/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	274									4
42	42	238	238	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	275									
42	42	237	237	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	276	wel-								
42	42	239	239	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	277	ches								
42	42	236	236	4.0	0	0	Chord	4/4	4	1	1	1	1	278	Schul-								
42	42	236	236	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	279	4								
42	42	238	238	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	280									
43	43	240	240	4.0	0	0	Chord	4/4	1	1	1	1	1	281	ter,								
43	43	240	240	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	282	Herr-								
43	43	242	242	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	283	schaft								
43	43	241	241	2.0	1/4	1/4	Chord	4/4	3	1	1/2	1/2	1	284	wel-								
43	43	243	243	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	285	ches								
43	43	240	240	2.0	0	0	Chord	4/4	4	1	1/2	1/2	1	286	ter,								
43	43	240	240	4.0	0	0	Chord	4/4	5	1	1	1	1	287									
44	44	246	246	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	288	ist								
44	44	247	247	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	289	auf								
44	44	244	244	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	290	Herr-								
44	44	246	246	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	291	schaft								
44	44	244	244	1.0	0	0	Chord	4/4	5	1	1/4	1/4	1	292									
44	44	245	245	1.0	1/4	1/4	Chord	4/4	5	1	1/4	1/4	1	293									
44	44	246	246	1.0	1/2	1/2	Chord	4/4	5	1	1/4	1/4	1	294									
44	44	247	247	1.0	3/4	3/4	Chord	4/4	5	1	1/4	1/4	1	295									
45	45	248	248	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	296	sei-								
45	45	249	249	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	297	ner								
45	45	250	250	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	298	Schul-								5
45	45	248	248	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	299	ist								
45	45	249	249	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	300	auf								
45	45	250	250	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	301	sei-								
45	45	251	251	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	302	ner								
45	45	248	248	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	303									
45	45	250	250	2.0	1/2	1/2	Chord	4/4	5	1	1/2	1/2	1	304									
46	46	254	254	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	305	ist								
46	46	255	255	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	306	auf								
46	46	252	252	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	307									5
46	46	253	253	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	308									5
46	46	507/2	507/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	309									5
46	46	254	254	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	310									
46	46	252	252	4.0	0	0	Chord	4/4	3	1	1	1	1	311	Schul-								
46	46	252	252	2.0	0	0	Chord	4/4	5	1	1/2	1/2	1	312	4								
