mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	47	al-						
9	9	32	32	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	48							
9	9	34	34	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	49							
10	10	36	36	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	50	so						
10	10	37	37	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	51	ver-						
10	10	38	38	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	52	ur-						
10	10	39	39	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	53	theilt						
10	10	36	36	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	54	5						
10	10	37	37	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	55	6						
10	10	38	38	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	56	6						
10	10	39	39	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	57							
11	11	40	40	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	58	wa-						
11	11	41	41	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	59	rest?						2
11	11	42	42	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	60							
11	11	40	40	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	61	4						
11	11	41	41	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	62	3						
11	11	42	42	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	63							
12	12	45	45	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	64	Was						
12	12	46	46	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	65	hast						
12	12	47	47	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	66	du						
12	12	95/2	95/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	67	be-						
12	12	44	44	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	68							
12	12	46	46	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	69							
12	12	95/2	95/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	70							
13	13	48	48	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	71	gan-						3
13	13	99/2	99/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	72							3
13	13	199/4	199/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	73							
13	13	50	50	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	74	gen,						
13	13	48	48	4.0	0	0	Chord	4/4	2	1	1	1	1	75							
14	14	52	52	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	76	o						
14	14	107/2	107/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	77	du						
14	14	54	54	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	78	al-						
14	14	109/2	109/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	79	ler						
14	14	55	55	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	80	freund-						
14	14	52	52	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	81	6						
14	14	53	53	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	82							
14	14	54	54	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	83							
14	14	55	55	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	84							
15	15	56	56	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	85							
15	15	113/2	113/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	86	lich-						
15	15	57	57	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	87	ster						
15	15	58	58	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	88	Jüng-						
15	15	56	56	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	89							
15	15	57	57	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	90							
15	15	58	58	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	91							
16	16	60	60	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	92	ling,						
16	16	125/2	125/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	93	dass						
16	16	63	63	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	94	man						
16	16	127/2	127/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	95	so						
16	16	60	60	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	96							
16	16	62	62	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	97							
17	17	64	64	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	98	ü-						
17	17	65	65	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	99	bel						
17	17	131/2	131/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	100	und						
17	17	66	66	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	101	kläg-						
17	17	67	67	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	102	lich						
17	17	135/2	135/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	103	mit						
17	17	64	64	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	104							
17	17	66	66	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	105							
17	17	67	67	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	106							
18	18	68	68	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	107	dir						
18	18	69	69	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	108	ge-						
18	18	70	70	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	109	han-						
18	18	68	68	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	110							
18	18	69	69	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	111							
18	18	70	70	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	112	7						
18	18	71	71	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	113	6						
19	19	72	72	4.0	0	0	Chord	4/4	1	1	1	1	1	114	delt?						
19	19	72	72	4.0	0	0	Chord	4/4	2	1	1	1	1	115							
20	20	77	77	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	116	Was						
20	20	155/2	155/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	117	ist						
20	20	78	78	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	118	doch 						
20	20	79	79	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	119	dein						
20	20	159/2	159/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	120	Ver-						
20	20	76	76	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	121							
20	20	78	78	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	122	6						
21	21	80	80	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	123	bre-						
21	21	81	81	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	124	chen						
21	21	83	83	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	125	und						
21	21	167/2	167/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	126	Miss-						
21	21	80	80	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	127							
21	21	82	82	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	128	6						
22	22	84	84	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	129	hand-						
22	22	85	85	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	130	lung?						
22	22	87	87	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	131	Was						
22	22	175/2	175/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	132	ist						
22	22	84	84	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	133							
22	22	86	86	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	134							
23	23	88	88	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	135	dei-						
23	23	89	89	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	136	ne						
23	23	90	90	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	137	Schuld,						
23	23	91	91	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	138	was						
23	23	88	88	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	139	6						
23	23	90	90	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	140							
24	24	92	92	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	141							
24	24	93	93	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	142	ist						
24	24	187/2	187/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	143	die						
24	24	94	94	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	144	Ur-						
24	24	95	95	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	145	sach						
24	24	92	92	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	146							
24	24	94	94	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	147							
25	25	97	97	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	148	dei-						
25	25	195/2	195/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	149	nes						
25	25	98	98	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	150	To-						
25	25	99	99	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	151	des?						
25	25	96	96	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	152	7						
25	25	97	97	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	153	6						
25	25	98	98	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	154							
26	26	101	101	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	155	Was						
26	26	203/2	203/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	156	ist						
26	26	102	102	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	157	doch 						
26	26	103	103	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	158	die						
26	26	207/2	207/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	159	Ver-						
26	26	100	100	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	160							
26	26	102	102	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	161	6						
27	27	104	104	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	162	wir-						
27	27	105	105	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	163	kung						
27	27	213/2	213/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	164	dei-						
27	27	107	107	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	165	ner						
27	27	215/2	215/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	166	Ver-						
27	27	104	104	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	167							
27	27	106	106	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	168	6						
28	28	108	108	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	169	damm-						
28	28	109	109	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	170	niss?						
28	28	108	108	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	171							
29	29	113	113	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	172	O,						
29	29	114	114	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	173	ich,						
29	29	231/2	231/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	174	ich,						
29	29	112	112	4.0	0	0	Chord	4/4	2	1	1	1	1	175							
30	30	116	116	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	176	ich						
30	30	117	117	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	177	bin						
30	30	235/2	235/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	178	die						
30	30	118	118	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	179	Ur-						
30	30	119	119	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	180	sach						
30	30	116	116	4.0	0	0	Chord	4/4	2	1	1	1	1	181							
31	31	120	120	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	182							
31	31	243/2	243/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	183	und						
31	31	122	122	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	184	Pla-						
31	31	245/2	245/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	185	ge						
31	31	123	123	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	186	dei-						
31	31	247/2	247/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	187	nes						
31	31	120	120	4.0	0	0	Chord	4/4	2	1	1	1	1	188							
32	32	124	124	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	189	Lei-						
32	32	126	126	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	190	dens,						
32	32	127	127	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	191	ich,						
32	32	124	124	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	192							
32	32	126	126	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	193							
33	33	128	128	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	194							
33	33	259/2	259/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	195	ich,						
33	33	130	130	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	196	ich						
33	33	261/2	261/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	197	bin						
33	33	131	131	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	198	die						
33	33	263/2	263/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	199	Ver-						
33	33	128	128	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	200	5						
33	33	130	130	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	201	6						
34	34	132	132	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	202	schul-						
34	34	133	133	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	203	dung						
34	34	269/2	269/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	204	dei-						
34	34	135	135	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	205	nes						
34	34	271/2	271/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	206	Hin-						
34	34	132	132	4.0	0	0	Chord	4/4	2	1	1	1	1	207							
35	35	136	136	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	208	rich-						
35	35	138	138	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	209	tens,						
35	35	279/2	279/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	210	ich,						
35	35	136	136	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	211							
35	35	138	138	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	212							
36	36	140	140	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	213	ich						
36	36	142	142	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	214							
36	36	285/2	285/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	215	bin						
36	36	143	143	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	216	das						
36	36	287/2	287/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	217	Ver-						
36	36	140	140	4.0	0	0	Chord	4/4	2	1	1	1	1	218							
37	37	144	144	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	219	dienst						
37	37	146	146	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	220	dei-						
37	37	295/2	295/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	221	nes						
37	37	144	144	4.0	0	0	Chord	4/4	2	1	1	1	1	222							
38	38	148	148	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	223	To-						
38	38	150	150	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	224	des,						
38	38	303/2	303/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	225	das						
38	38	148	148	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	226							
38	38	150	150	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	227							
39	39	152	152	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	228	tod-						
39	39	153	153	1.5	1/4	1/4	Chord	4/4	1	1	3/8	1/4	3/2	229	wür-						
39	39	309/2	309/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	230	di-						
39	39	155	155	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	231	ge						
39	39	152	152	4.0	0	0	Chord	4/4	2	1	1	1	1	232							
40	40	156	156	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	233	La-						
40	40	158	158	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	234	ster,						
40	40	159	159	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	235	so						
40	40	319/2	319/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	236	an						
40	40	156	156	4.0	0	0	Chord	4/4	2	1	1	1	1	237							
41	41	160	160	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	238	dir						
41	41	323/2	323/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	239	ge-						
41	41	162	162	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	240	ro-						
41	41	163	163	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	241	chen						
41	41	160	160	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	242							
41	41	162	162	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	243							
41	41	163	163	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	244							
42	42	164	164	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	245	wor-						
42	42	166	166	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	246	den.						
42	42	164	164	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	247							
42	42	166	166	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	248							
43	43	169	169	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	249	Ich,						
43	43	170	170	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	250	ich						
43	43	171	171	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	251	bin						
43	43	343/2	343/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	252	die						
43	43	168	168	4.0	0	0	Chord	4/4	2	1	1	1	1	253							
44	44	172	172	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	254	Öff-						
44	44	173	173	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	255	nung						
44	44	347/2	347/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	256	der						
44	44	174	174	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	257	Wun-						
44	44	351/2	351/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	258	den						
44	44	172	172	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	259							
44	44	347/2	347/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	260							
44	44	174	174	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	261							
45	45	176	176	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	262	dei-						
45	45	177	177	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	263	nes						
45	45	178	178	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	264	Lei-						
45	45	176	176	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	265							
45	45	177	177	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	266							
45	45	178	178	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	267							
46	46	180	180	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	268	dens,						
46	46	183	183	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	269	die						
46	46	180	180	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	270							
46	46	182	182	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	271							
47	47	184	184	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	272	Angst						
47	47	186	186	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	273	dei-						
47	47	184	184	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	274	6						
47	47	186	186	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	275	6						
48	48	188	188	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	276							
48	48	190	190	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	277	ner						
48	48	188	188	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	278							
48	48	190	190	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	279							
49	49	192	192	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	280	Pei-						4
49	49	194	194	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	281							4
49	49	192	192	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	282	6						5
49	49	194	194	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	283	7						5
50	50	196	196	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	284							
50	50	198	198	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	285	ni-						
50	50	196	196	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	286	7						
50	50	198	198	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	287	6						
51	51	200	200	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	288	gung,						
51	51	203	203	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	289	die						
51	51	200	200	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	290							
51	51	202	202	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	291							
52	52	204	204	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	292	Angst						
52	52	206	206	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	293	dei-						
