mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
5	5	16	16	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	40								
5	5	17	17	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	41								
5	5	18	18	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	42								
5	5	19	19	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	43								
6	6	20	20	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	44	Her-							
6	6	41/2	41/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	45	ren							
6	6	21	21	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	46	dei-							
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	47	ne							
6	6	22	22	1.5	1/2	1/2	Chord	4/4	2	1	3/8	1/4	3/2	48	We-							
6	6	47/2	47/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	49	ge,							2
6	6	20	20	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	50								
6	6	21	21	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	51	6							
6	6	22	22	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	52	4							
6	6	23	23	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	53								
7	7	24	24	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	54								
7	7	25	25	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	55	und							
7	7	26	26	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	56	hof-							
7	7	27	27	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	57	fe							
7	7	55/2	55/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	58	auf							
7	7	24	24	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	59								
7	7	26	26	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	60	6							
7	7	27	27	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	61								
8	8	28	28	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	62	ihn,							
8	8	31	31	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	63	be-							
8	8	28	28	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	64								
8	8	29	29	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	65								
8	8	30	30	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	66								
8	8	31	31	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	67								
9	9	32	32	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	68	fiehl							
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	69	dem							
9	9	34	34	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	70	Her-							
9	9	69/2	69/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	71	ren							
9	9	35	35	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	72	dei-							
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	73	ne							
9	9	32	32	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	74								
9	9	33	33	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	75								
9	9	34	34	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	76								
9	9	35	35	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	77								
10	10	36	36	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	78	We-							
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	79	ge,							3
10	10	38	38	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	80								
10	10	39	39	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	81	und							
10	10	36	36	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	82	4							
10	10	37	37	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	83								
10	10	38	38	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	84								
11	11	40	40	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	85	hof-							
11	11	41	41	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	86	fe							
11	11	83/2	83/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	87	auf							
11	11	42	42	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	88	ihn,							
11	11	40	40	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	89	6							
11	11	41	41	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	90								
11	11	42	42	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	91								
12	12	93/2	93/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	92	er							
12	12	47	47	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	93	wirds							
12	12	95/2	95/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	94	wohl							
12	12	44	44	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	95								
12	12	45	45	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	96								
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	97								
12	12	46	46	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	98								
12	12	47	47	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	99								
13	13	48	48	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	100	ma-							
13	13	97/2	97/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	101	chen,							
13	13	101/2	101/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	102	er							
13	13	51	51	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	103	wirds							
13	13	103/2	103/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	104	wohl							
13	13	48	48	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	105								
13	13	49	49	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	106								
13	13	99/2	99/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	107								
13	13	50	50	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	108	6							
14	14	52	52	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	109	ma-							
14	14	105/2	105/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	110	chen,							
14	14	109/2	109/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	111	er							
14	14	55	55	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	112	wirds							
14	14	111/2	111/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	113	wohl							
14	14	52	52	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	114								
14	14	53	53	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	115								
14	14	107/2	107/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	116								
14	14	54	54	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	117								
14	14	55	55	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	118								
15	15	56	56	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	119	ma-							
15	15	58	58	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	120	chen,							
15	15	56	56	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	121	4							
15	15	57	57	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	122	3							
15	15	58	58	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	123								
16	16	60	60	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	124	ha-							
16	16	121/2	121/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	125	be							
16	16	61	61	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	126	dei-							
16	16	123/2	123/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	127	ne							
16	16	62	62	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	128	Lust							
16	16	63	63	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	129	an							
16	16	127/2	127/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	130	dem							
16	16	62	62	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	131	ha-							
16	16	125/2	125/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	132	be							
16	16	63	63	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	133	dei-							
16	16	127/2	127/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	134	ne							
16	16	60	60	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	135								
16	16	61	61	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	136								
16	16	62	62	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	137								
16	16	63	63	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	138	5							
16	16	127/2	127/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	139	6							
17	17	64	64	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	140	Her-							4
17	17	65	65	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	141								4
17	17	67	67	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	142								
17	17	64	64	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	143	Lust							
17	17	65	65	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	144	an							
17	17	131/2	131/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	145	dem							
17	17	66	66	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	146	Her-							
17	17	64	64	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	147	6							
17	17	65	65	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	148	6							
17	17	66	66	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	149								
17	17	67	67	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	150								
18	18	68	68	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	151	ren,							
18	18	137/2	137/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	152	der							
18	18	69	69	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	153	wird							
18	18	139/2	139/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	154	dir							
18	18	70	70	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	155	ge-							
18	18	71	71	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	156	ben,							
18	18	143/2	143/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	157	was							
18	18	68	68	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	158	ren,							
18	18	137/2	137/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	159	der							
18	18	69	69	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	160	wird							
18	18	139/2	139/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	161	dir							
18	18	70	70	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	162	ge-							
18	18	71	71	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	163	ben,							
18	18	143/2	143/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	164	was							
18	18	68	68	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	165								
18	18	69	69	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	166								
18	18	70	70	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	167								
18	18	71	71	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	168								
19	19	72	72	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	169	dein							5
19	19	145/2	145/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	170								
19	19	73	73	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	171	Herz							6
19	19	147/2	147/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	172								
19	19	74	74	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	173	wün-							
19	19	151/2	151/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	174	schet,							7
19	19	72	72	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	175	dein							8
19	19	145/2	145/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	176								
19	19	73	73	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	177	Herz							9
19	19	147/2	147/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	178								
19	19	74	74	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	179	wün-							
19	19	72	72	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	180								
19	19	73	73	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	181	6							
19	19	74	74	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	182								
19	19	75	75	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	183								
20	20	76	76	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	184								
20	20	155/2	155/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	185	be-							
20	20	78	78	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	186	fiehl							
20	20	159/2	159/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	187	dem							
20	20	76	76	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	188	schet,							
20	20	76	76	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	189								
20	20	77	77	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	190								
20	20	78	78	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	191								
20	20	79	79	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	192								
21	21	80	80	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	193	Her-							
21	21	161/2	161/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	194	ren							
21	21	81	81	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	195	die-							
21	21	163/2	163/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	196	ne							
21	21	82	82	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	197	We-							
21	21	167/2	167/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	198	ge							
21	21	80	80	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	199								
21	21	81	81	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	200	6							
21	21	82	82	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	201	4							
21	21	83	83	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	202								
22	22	84	84	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	203								
22	22	85	85	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	204	und							
22	22	86	86	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	205	hof-							
22	22	87	87	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	206	fe							
22	22	175/2	175/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	207	auf							
22	22	84	84	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	208								
22	22	86	86	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	209	6							
22	22	87	87	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	210								
23	23	88	88	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	211	ihn,							
23	23	91	91	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	212	be-							
23	23	91	91	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	213	be-							
23	23	88	88	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	214								
23	23	89	89	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	215								
23	23	90	90	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	216								
23	23	91	91	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	217								
24	24	92	92	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	218	fiehl							
24	24	187/2	187/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	219	dem							
24	24	94	94	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	220	Her-							
24	24	189/2	189/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	221	ren							
24	24	95	95	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	222	dei-							
24	24	191/2	191/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	223	ne							
24	24	92	92	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	224	fiehl							
24	24	187/2	187/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	225	dem							
24	24	94	94	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	226	Her-							
24	24	189/2	189/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	227	ren							
24	24	95	95	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	228	dei-							
24	24	191/2	191/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	229	ne							
24	24	92	92	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	230								
24	24	93	93	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	231								
24	24	187/2	187/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	232								
24	24	94	94	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	233								
24	24	95	95	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	234								
25	25	96	96	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	235	We-							
25	25	195/2	195/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	236	ge,							10
25	25	98	98	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	237								
25	25	96	96	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	238	We-							
25	25	98	98	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	239	ge							
25	25	99	99	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	240	und							
25	25	96	96	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	241	4							
25	25	97	97	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	242								
25	25	98	98	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	243								
26	26	205/2	205/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	244	er							
26	26	103	103	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	245	wirds							
26	26	207/2	207/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	246	wohl							
26	26	100	100	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	247	hof-							
26	26	101	101	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	248	fe							
26	26	203/2	203/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	249	auf							
26	26	102	102	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	250	ihn,							
26	26	100	100	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	251	6							
26	26	101	101	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	252								
26	26	102	102	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	253								
27	27	104	104	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	254	ma-							
27	27	209/2	209/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	255	chen,							
27	27	213/2	213/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	256	er							
27	27	107	107	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	257	wirds							
27	27	215/2	215/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	258	wohl							
27	27	209/2	209/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	259	er							
27	27	105	105	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	260	wirds							
27	27	211/2	211/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	261	wohl							
27	27	106	106	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	262	ma-							
27	27	213/2	213/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	263	chen,							
27	27	104	104	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	264								
27	27	106	106	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	265								
28	28	108	108	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	266	ma-							
28	28	217/2	217/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	267	chen,							
28	28	221/2	221/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	268	er							
28	28	111	111	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	269	wirds							
28	28	223/2	223/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	270	wohl							
28	28	217/2	217/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	271	er							
28	28	109	109	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	272	wirds							
28	28	219/2	219/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	273	wohl							
28	28	110	110	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	274	ma-							
28	28	221/2	221/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	275	chen,							
28	28	108	108	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	276								
28	28	110	110	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	277								
29	29	112	112	0.75	0	0	Chord	4/4	1	1	3/16	1/8	3/2	278	ma-							11
29	29	451/4	451/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	279								11
29	29	113	113	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	280								11
29	29	115	115	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	281								
29	29	225/2	225/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	282	er							
29	29	113	113	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	283	wirds							
29	29	227/2	227/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	284	wohl							
29	29	114	114	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	285	ma-							
29	29	112	112	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	286								
29	29	114	114	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	287	4							
