mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
1	1	0	0	4/4	3	1	1	1	1	1	3	57		0
1	1	0	0	4/4	4	1	1	1	1	1	3	57		1
2	2	0	0	4/4	3	1	1/2	1/2	1	-1	3	57		3
2	2	0	0	4/4	4	1	1/2	1/2	1	-1	3	57		6
2	2	0	0	4/4	1	1	1	1	1	1	4	76		2
2	2	1/2	1/2	4/4	3	1	1/4	1/4	1		3	45		4
2	2	1/2	1/2	4/4	4	1	1/4	1/4	1		3	45		7
2	2	3/4	3/4	4/4	3	1	1/4	1/4	1		5	47		5
2	2	3/4	3/4	4/4	4	1	1/4	1/4	1		5	47		8
3	3	0	0	4/4	3	1	1	1	1		7	49		12
3	3	0	0	4/4	4	1	1	1	1		7	49		13
3	3	0	0	4/4	1	1	1/2	1/2	1	-1	4	76		9
3	3	1/2	1/2	4/4	1	1	1/4	1/4	1		3	69		10
3	3	3/4	3/4	4/4	1	1	1/4	1/4	1		5	71		11
4	4	0	0	4/4	3	1	1	1	1	1	4	52		15
4	4	0	0	4/4	4	1	1	1	1	1	4	52		16
4	4	0	0	4/4	1	1	1	1	1		0	72		14
5	5	0	0	4/4	4	1	1/2	1/2	1	0	4	52		20
5	5	0	0	4/4	3	1	1	1	1	-1	4	52		19
5	5	0	0	4/4	1	1	1	1	1		5	71		17
5	5	0	0	4/4	2	1	1	1	1	1	4	76		18
5	5	1/2	1/2	4/4	4	1	1/2	1/2	1	-1	4	52		21
6	6	0	0	4/4	4	1	1/2	1/2	1		3	45		27
6	6	0	0	4/4	3	1	1	1	1		3	45		26
6	6	0	0	4/4	1	1	1	1	1		3	69		22
6	6	0	0	4/4	2	1	1/2	1/2	1	-1	4	76		23
6	6	1/2	1/2	4/4	4	1	1/4	1/4	1		3	57		28
6	6	1/2	1/2	4/4	2	1	1/4	1/4	1		3	69		24
6	6	3/4	3/4	4/4	4	1	1/4	1/4	1		1	55		29
