mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
1	1	0	0	2/2	2	1	1/4	1/4	1		1	43		4
1	1	1/4	1/4	2/2	2	1	1/4	1/4	1		-2	46		5
1	1	1/4	1/4	2/2	1	1	1/4	1/4	1		2	62		0
1	1	1/2	1/2	2/2	2	1	1/4	1/4	1		0	48		6
1	1	1/2	1/2	2/2	1	1	1/4	1/4	1		4	64		1
1	1	3/4	3/4	2/2	2	1	1/4	1/4	1		2	50		7
1	1	3/4	3/4	2/2	1	1	1/8	1/8	1		6	66		2
1	1	7/8	7/8	2/2	1	1	1/8	1/8	1		6	66		3
2	2	0	0	2/2	2	1	1/4	1/4	1		1	43		12
2	2	0	0	2/2	1	1	1/4	1/4	1		1	67		8
2	2	1/4	1/4	2/2	2	1	1/4	1/4	1		-2	46		13
2	2	1/4	1/4	2/2	1	1	1/4	1/4	1		2	62		9
2	2	1/2	1/2	2/2	2	1	1/4	1/4	1		0	48		14
2	2	1/2	1/2	2/2	1	1	1/4	1/4	1		1	67		10
2	2	3/4	3/4	2/2	2	1	1/4	1/4	1		2	50		15
2	2	3/4	3/4	2/2	1	1	1/4	1/4	1		-1	65		11
3	3	0	0	2/2	2	1	1/2	1/2	1		3	45		19
3	3	0	0	2/2	1	1	1/2	1/2	1		4	64		16
3	3	1/2	1/2	2/2	2	1	1/2	1/2	1		2	50		20
3	3	1/2	1/2	2/2	1	1	1/4	1/4	1		2	62		17
3	3	3/4	3/4	2/2	1	1	1/4	1/4	1		-1	65		18
4	4	0	0	2/2	2	1	1/4	1/4	1		0	48		24
4	4	0	0	2/2	1	1	1/4	1/4	1		-3	63		21
4	4	1/4	1/4	2/2	2	1	1/4	1/4	1		-2	46		25
4	4	1/4	1/4	2/2	1	1	1/4	1/4	1		2	62		22
4	4	1/2	1/2	2/2	2	1	1/2	1/2	1		-1	53		26
4	4	1/2	1/2	2/2	1	1	1/2	1/2	1		0	60		23
5	5	0	0	2/2	2	1	1/4	1/4	1		-1	53		30
5	5	0	0	2/2	1	1	1/4	1/4	1		0	60		27
5	5	1/4	1/4	2/2	2	1	1/2	1/2	1		-1	53		31
