mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	chord_id
1	1	0	0	4/4	1	1	1	1	1		3	57	0
1	1	0	0	4/4	2	1	1	1	1		3	57	1
2	2	0	0	4/4	1	1	1	1	1		2	50	2
2	2	0	0	4/4	2	1	1	1	1		2	50	3
3	3	0	0	4/4	1	1	1/2	1/2	1		2	50	4
3	3	0	0	4/4	2	1	1/2	1/2	1		2	50	6
3	3	1/2	1/2	4/4	1	1	1/2	1/2	1		2	50	5
3	3	1/2	1/2	4/4	2	1	1/2	1/2	1		2	50	7
4	4	0	0	4/4	1	1	1/4	1/4	1		-1	53	8
4	4	0	0	4/4	2	1	1/4	1/4	1		-1	53	12
4	4	1/4	1/4	4/4	1	1	1/4	1/4	1		4	52	9
4	4	1/4	1/4	4/4	2	1	1/4	1/4	1		4	52	13
4	4	1/2	1/2	4/4	1	1	1/4	1/4	1		2	50	10
4	4	1/2	1/2	4/4	2	1	1/4	1/4	1		2	50	14
4	4	3/4	3/4	4/4	1	1	1/4	1/4	1		0	48	11
4	4	3/4	3/4	4/4	2	1	1/4	1/4	1		0	48	15
5	5	0	0	4/4	2	1	1/2	1/2	1	1	5	47	17
5	5	0	0	4/4	1	1	1	1	1		5	47	16
5	5	1/2	1/2	4/4	2	1	1/2	1/2	1	-1	5	47	18
6	6	0	0	4/4	1	1	1	1	1		3	45	19
6	6	0	0	4/4	2	1	1	1	1		3	45	20
7	7	1/2	1/2	3/2	1	1	1/2	1/2	1		-1	41	21
7	7	1/2	1/2	3/2	2	1	1/2	1/2	1		-1	41	23
7	7	1	1	3/2	1	1	1/2	1/2	1		0	48	22
7	7	1	1	3/2	2	1	1/2	1/2	1		0	48	24
8	8	0	0	3/2	1	1	1	1	1		-1	53	25
8	8	0	0	3/2	2	1	1	1	1		-1	53	27
8	8	1	1	3/2	1	1	1/2	1/2	1		4	52	26
8	8	1	1	3/2	2	1	1/2	1/2	1		4	52	28
9	9	1/2	1/2	3/2	1	1	1/2	1/2	1		0	48	29
9	9	1/2	1/2	3/2	2	1	1/2	1/2	1		0	48	31
9	9	1	1	3/2	1	1	1/2	1/2	1		1	55	30
9	9	1	1	3/2	2	1	1/2	1/2	1		1	55	32
10	10	0	0	3/2	1	1	1	1	1		0	60	33
10	10	0	0	3/2	2	1	1	1	1		0	60	35
10	10	1	1	3/2	1	1	1/2	1/2	1		5	59	34
10	10	1	1	3/2	2	1	1/2	1/2	1		5	59	36
11	11	0	0	4/4	2	1	1	1	1		-1	53	38
11	11	1/2	1/2	4/4	1	1	1/2	1/2	1		-1	53	37
12	12	0	0	4/4	1	1	1/2	1/2	1		2	50	39
12	12	0	0	4/4	2	1	1/2	1/2	1		2	50	41
12	12	1/2	1/2	4/4	1	1	1/2	1/2	1		0	48	40
12	12	1/2	1/2	4/4	2	1	1/2	1/2	1		0	48	42
13	13	0	0	4/4	2	1	1/2	1/2	1	1	4	52	44
13	13	0	0	4/4	1	1	1	1	1		4	52	43
13	13	1/2	1/2	4/4	2	1	1/2	1/2	1	-1	4	52	45
14	14	0	0	4/4	1	1	1	1	1		3	45	46
14	14	0	0	4/4	2	1	1	1	1		3	45	47
15	15	1/2	1/2	4/4	1	1	1/2	1/2	1		4	52	48
15	15	1/2	1/2	4/4	2	1	1/2	1/2	1		4	52	49
16	16	0	0	4/4	1	1	1	1	1		3	45	50
16	16	0	0	4/4	2	1	1	1	1		3	45	51
17	17	0	0	4/4	1	1	1/2	1/2	1		3	45	52
17	17	0	0	4/4	2	1	1/2	1/2	1		3	45	54
17	17	1/2	1/2	4/4	1	1	1/2	1/2	1		3	45	53
17	17	1/2	1/2	4/4	2	1	1/2	1/2	1		3	45	55
18	18	0	0	4/4	1	1	1/4	1/4	1		0	48	56
18	18	0	0	4/4	2	1	1/4	1/4	1		0	48	60
18	18	1/4	1/4	4/4	1	1	1/4	1/4	1		5	47	57
18	18	1/4	1/4	4/4	2	1	1/4	1/4	1		5	47	61
18	18	1/2	1/2	4/4	1	1	1/4	1/4	1		3	45	58
18	18	1/2	1/2	4/4	2	1	1/4	1/4	1		3	45	62
18	18	3/4	3/4	4/4	1	1	1/4	1/4	1		1	43	59
