mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0	1.0	0	0	2/2	2	1	1/4	1/4	1		1	43	G2	2	4
1	1	1	1	1.0	1/4	1/4	2/2	2	1	1/4	1/4	1		-2	46	Bb2	2	5
1	1	1	1	1.0	1/4	1/4	2/2	1	1	1/4	1/4	1		2	62	D4	4	0
1	1	2	2	1.0	1/2	1/2	2/2	2	1	1/4	1/4	1		0	48	C3	3	6
1	1	2	2	1.0	1/2	1/2	2/2	1	1	1/4	1/4	1		4	64	E4	4	1
1	1	3	3	1.0	3/4	3/4	2/2	2	1	1/4	1/4	1		2	50	D3	3	7
1	1	3	3	0.5	3/4	3/4	2/2	1	1	1/8	1/8	1		6	66	F#4	4	2
1	1	7/2	7/2	0.5	7/8	7/8	2/2	1	1	1/8	1/8	1		6	66	F#4	4	3
2	2	4	4	1.0	0	0	2/2	2	1	1/4	1/4	1		1	43	G2	2	12
2	2	4	4	1.0	0	0	2/2	1	1	1/4	1/4	1		1	67	G4	4	8
2	2	5	5	1.0	1/4	1/4	2/2	2	1	1/4	1/4	1		-2	46	Bb2	2	13
2	2	5	5	1.0	1/4	1/4	2/2	1	1	1/4	1/4	1		2	62	D4	4	9
2	2	6	6	1.0	1/2	1/2	2/2	2	1	1/4	1/4	1		0	48	C3	3	14
2	2	6	6	1.0	1/2	1/2	2/2	1	1	1/4	1/4	1		1	67	G4	4	10
2	2	7	7	1.0	3/4	3/4	2/2	2	1	1/4	1/4	1		2	50	D3	3	15
2	2	7	7	1.0	3/4	3/4	2/2	1	1	1/4	1/4	1		-1	65	F4	4	11
3	3	8	8	2.0	0	0	2/2	2	1	1/2	1/2	1		3	45	A2	2	19
3	3	8	8	2.0	0	0	2/2	1	1	1/2	1/2	1		4	64	E4	4	16
3	3	10	10	2.0	1/2	1/2	2/2	2	1	1/2	1/2	1		2	50	D3	3	20
3	3	10	10	1.0	1/2	1/2	2/2	1	1	1/4	1/4	1		2	62	D4	4	17
3	3	11	11	1.0	3/4	3/4	2/2	1	1	1/4	1/4	1		-1	65	F4	4	18
4	4	12	12	1.0	0	0	2/2	2	1	1/4	1/4	1		0	48	C3	3	24
4	4	12	12	1.0	0	0	2/2	1	1	1/4	1/4	1		-3	63	Eb4	4	21
4	4	13	13	1.0	1/4	1/4	2/2	2	1	1/4	1/4	1		-2	46	Bb2	2	25
4	4	13	13	1.0	1/4	1/4	2/2	1	1	1/4	1/4	1		2	62	D4	4	22
4	4	14	14	2.0	1/2	1/2	2/2	2	1	1/2	1/2	1		-1	53	F3	3	26
4	4	14	14	2.0	1/2	1/2	2/2	1	1	1/2	1/2	1		0	60	C4	4	23
5	5	16	16	1.0	0	0	2/2	2	1	1/4	1/4	1		-1	53	F3	3	30
5	5	16	16	1.0	0	0	2/2	1	1	1/4	1/4	1		0	60	C4	4	27
5	5	17	17	2.0	1/4	1/4	2/2	2	1	1/2	1/2	1		-1	53	F3	3	31
5	5	17	17	2.0	1/4	1/4	2/2	1	1	1/2	1/2	1		0	60	C4	4	28
5	5	19	19	1.0	3/4	3/4	2/2	2	1	1/4	1/4	1		-2	46	Bb2	2	32
5	5	19	19	1.0	3/4	3/4	2/2	1	1	1/4	1/4	1	1	2	62	D4	4	29
6	6	20	20	1.0	0	0	2/2	2	1	1/4	1/4	1		0	48	C3	3	36
6	6	20	20	1.0	0	0	2/2	1	1	1/4	1/4	1	-1	2	62	D4	4	33
6	6	21	21	1.0	1/4	1/4	2/2	2	1	1/4	1/4	1		-3	51	Eb3	3	37
6	6	21	21	2.0	1/4	1/4	2/2	1	1	1/2	1/2	1		0	60	C4	4	34
6	6	22	22	2.0	1/2	1/2	2/2	2	1	1/2	1/2	1		2	50	D3	3	38
6	6	23	23	1.0	3/4	3/4	2/2	1	1	1/4	1/4	1		-2	58	Bb3	3	35
7	7	24	24	2.0	0	0	2/2	2	1	1/2	1/2	1		2	50	D3	3	41
7	7	24	24	2.0	0	0	2/2	1	1	1/2	1/2	1		3	57	A3	3	39
7	7	26	26	2.0	1/2	1/2	2/2	2	1	1/2	1/2	1		1	43	G2	2	42
7	7	26	26	2.0	1/2	1/2	2/2	1	1	1/2	1/2	1		1	55	G3	3	40
8	8	28	28	3.0	0	0	2/2	2	1	3/4	1/2	3/2		1	43	G2	2	47
8	8	29	29	1.0	1/4	1/4	2/2	1	1	1/4	1/4	1		1	67	G4	4	43
8	8	30	30	0.5	1/2	1/2	2/2	1	1	1/8	1/8	1		2	62	D4	4	44
8	8	61/2	61/2	0.5	5/8	5/8	2/2	1	1	1/8	1/8	1		2	62	D4	4	45
8	8	31	31	1.0	3/4	3/4	2/2	2	1	1/4	1/4	1		1	43	G2	2	48
8	8	31	31	1.0	3/4	3/4	2/2	1	1	1/4	1/4	1		1	67	G4	4	46
9	9	32	32	1.0	0	0	2/2	2	1	1/4	1/4	1		3	45	A2	2	52
9	9	32	32	1.0	0	0	2/2	1	1	1/4	1/4	1		4	64	E4	4	49
9	9	33	33	1.0	1/4	1/4	2/2	2	1	1/4	1/4	1		-1	41	F2	2	53
9	9	33	33	1.0	1/4	1/4	2/2	1	1	1/4	1/4	1		3	69	A4	4	50
9	9	34	34	2.0	1/2	1/2	2/2	2	1	1/2	1/2	1		0	48	C3	3	54
