mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	4.0	0	0	4/4	4	1	1	1	1		4	52	E3	3	2
1	1	0	3.0	0	0	4/4	1	1	3/4	1/2	3/2		5	71	B4	4	0
1	1	3	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		5	71	B4	4	1
2	2	4	4.0	0	0	4/4	4	1	1	1	1		3	45	A2	2	5
2	2	4	3.0	0	0	4/4	1	1	3/4	1/2	3/2		0	72	C5	5	3
2	2	7	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		0	72	C5	5	4
3	3	8	3.0	0	0	4/4	4	1	3/4	1/2	3/2		4	52	E3	3	7
3	3	8	4.0	0	0	4/4	1	1	1	1	1		5	71	B4	4	6
3	3	11	1.0	3/4	3/4	4/4	4	1	1/4	1/4	1		2	50	D3	3	8
4	4	12	2.0	0	0	4/4	4	1	1/2	1/2	1		0	48	C3	3	13
4	4	12	1.0	0	0	4/4	1	1	1/4	1/4	1		4	64	E4	4	9
4	4	13	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		6	66	F#4	4	10
4	4	14	2.0	1/2	1/2	4/4	4	1	1/2	1/2	1		0	48	C3	3	14
4	4	14	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		1	67	G4	4	11
4	4	15	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		4	64	E4	4	12
5	5	16	4.0	0	0	4/4	4	1	1	1	1		5	47	B2	2	17
5	5	16	2.0	0	0	4/4	1	1	1/2	1/2	1		6	66	F#4	4	15
5	5	18	2.0	1/2	1/2	4/4	1	1	1/2	1/2	1		6	66	F#4	4	16
6	6	20	3.0	0	0	4/4	3	1	3/4	1/2	3/2		4	52	E3	3	19
6	6	20	4.0	0	0	4/4	4	1	1	1	1		4	52	E3	3	21
6	6	20	4.0	0	0	4/4	1	1	1	1	1		4	64	E4	4	18
6	6	23	1.0	3/4	3/4	4/4	3	1	1/4	1/4	1		4	52	E3	3	20
7	7	24	3.0	0	0	4/4	3	1	3/4	1/2	3/2		-1	53	F3	3	22
7	7	24	3.0	0	0	4/4	4	1	3/4	1/2	3/2		-1	53	F3	3	24
7	7	27	1.0	3/4	3/4	4/4	3	1	1/4	1/4	1		-1	53	F3	3	23
7	7	27	1.0	3/4	3/4	4/4	4	1	1/4	1/4	1		-1	53	F3	3	25
8	8	28	4.0	0	0	4/4	3	1	1	1	1		4	52	E3	3	26
8	8	28	4.0	0	0	4/4	4	1	1	1	1		4	52	E3	3	27
9	9	32	1.0	0	0	4/4	3	1	1/4	1/4	1		3	45	A2	2	28
9	9	32	1.0	0	0	4/4	4	1	1/4	1/4	1		3	45	A2	2	32
9	9	33	1.0	1/4	1/4	4/4	3	1	1/4	1/4	1		5	47	B2	2	29
9	9	33	1.0	1/4	1/4	4/4	4	1	1/4	1/4	1		5	47	B2	2	33
9	9	34	1.0	1/2	1/2	4/4	3	1	1/4	1/4	1		0	48	C3	3	30
9	9	34	1.0	1/2	1/2	4/4	4	1	1/4	1/4	1		0	48	C3	3	34
9	9	35	1.0	3/4	3/4	4/4	3	1	1/4	1/4	1		3	45	A2	2	31
9	9	35	1.0	3/4	3/4	4/4	4	1	1/4	1/4	1		3	45	A2	2	35
10	10	36	2.0	0	0	4/4	3	1	1/2	1/2	1		5	47	B2	2	38
10	10	36	2.0	0	0	4/4	4	1	1/2	1/2	1	1	5	47	B2	2	40
10	10	36	3.0	0	0	4/4	2	1	3/4	1/2	3/2		5	71	B4	4	36
10	10	38	2.0	1/2	1/2	4/4	3	1	1/2	1/2	1		5	47	B2	2	39
10	10	38	2.0	1/2	1/2	4/4	4	1	1/2	1/2	1	-1	5	47	B2	2	41
10	10	39	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		5	71	B4	4	37
11	11	40	4.0	0	0	4/4	3	1	1	1	1		3	45	A2	2	46
11	11	40	4.0	0	0	4/4	4	1	1	1	1		3	45	A2	2	47
11	11	40	3.0	0	0	4/4	2	1	3/4	1/2	3/2		0	72	C5	5	44
11	11	41	2.0	1/4	1/4	4/4	1	1	1/2	1/2	1		4	64	E4	4	42
11	11	43	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		4	64	E4	4	43
11	11	43	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		0	72	C5	5	45
12	12	44	4.0	0	0	4/4	4	1	1	1	1		4	52	E3	3	51
12	12	44	3.0	0	0	4/4	1	1	3/4	1/2	3/2		1	67	G4	4	48
12	12	44	4.0	0	0	4/4	2	1	1	1	1		5	71	B4	4	50
12	12	47	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		1	67	G4	4	49
13	13	48	4.0	0	0	4/4	4	1	1	1	1		9	51	D#3	3	55
13	13	48	4.0	0	0	4/4	1	1	1	1	1		6	66	F#4	4	52
13	13	50	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		5	71	B4	4	53
13	13	51	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		3	69	A4	4	54
14	14	52	2.0	0	0	4/4	4	1	1/2	1/2	1		4	52	E3	3	63
14	14	52	1.0	0	0	4/4	1	1	1/4	1/4	1		4	64	E4	4	56
