mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	4.0	0	0	3/2	2	1	1	1	1		1	55	G3	3	3
1	1	0	2.0	0	0	3/2	1	1	1/2	1/2	1		1	67	G4	4	0
1	1	2	2.0	1/2	1/2	3/2	1	1	1/2	1/2	1		5	71	B4	4	1
1	1	4	2.0	1	1	3/2	2	1	1/2	1/2	1		3	57	A3	3	4
1	1	4	2.0	1	1	3/2	1	1	1/2	1/2	1		0	72	C5	5	2
2	2	6	4.0	0	0	3/2	2	1	1	1	1		1	55	G3	3	7
2	2	6	4.0	0	0	3/2	1	1	1	1	1		2	74	D5	5	5
2	2	10	2.0	1	1	3/2	2	1	1/2	1/2	1		0	48	C3	3	8
2	2	10	2.0	1	1	3/2	1	1	1/2	1/2	1		4	76	E5	5	6
3	3	12	4.0	0	0	3/2	2	1	1	1	1		1	55	G3	3	16
3	3	12	3.0	0	0	3/2	1	1	3/4	1/2	3/2		2	74	D5	5	9
3	3	15	0.5	3/4	3/4	3/2	1	1	1/8	1/8	1		0	72	C5	5	10
3	3	31/2	0.5	7/8	7/8	3/2	1	1	1/8	1/8	1		5	71	B4	4	11
3	3	16	2.0	1	1	3/2	2	1	1/2	1/2	1		3	57	A3	3	17
3	3	16	0.5	1	1	3/2	1	1	1/8	1/8	1		3	69	A4	4	12
3	3	33/2	0.5	9/8	9/8	3/2	1	1	1/8	1/8	1		5	71	B4	4	13
3	3	17	0.5	5/4	5/4	3/2	1	1	1/8	1/8	1		0	72	C5	5	14
3	3	35/2	0.5	11/8	11/8	3/2	1	1	1/8	1/8	1		3	69	A4	4	15
4	4	18	2.0	0	0	3/2	2	1	1/2	1/2	1		1	55	G3	3	23
4	4	18	1.0	0	0	3/2	1	1	1/4	1/4	1		5	71	B4	4	18
4	4	19	1.0	1/4	1/4	3/2	1	1	1/4	1/4	1		3	69	A4	4	19
4	4	20	2.0	1/2	1/2	3/2	2	1	1/2	1/2	1		4	52	E3	3	24
