mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	volta	chord_id
1	1	0	0	3/2	2	1	1	1	1		1	55		3
1	1	0	0	3/2	1	1	1/2	1/2	1		1	67		0
1	1	1/2	1/2	3/2	1	1	1/2	1/2	1		5	71		1
1	1	1	1	3/2	2	1	1/2	1/2	1		3	57		4
1	1	1	1	3/2	1	1	1/2	1/2	1		0	72		2
2	2	0	0	3/2	2	1	1	1	1		1	55		7
2	2	0	0	3/2	1	1	1	1	1		2	74		5
2	2	1	1	3/2	2	1	1/2	1/2	1		0	48		8
2	2	1	1	3/2	1	1	1/2	1/2	1		4	76		6
3	3	0	0	3/2	2	1	1	1	1		1	55		16
3	3	0	0	3/2	1	1	3/4	1/2	3/2		2	74		9
3	3	3/4	3/4	3/2	1	1	1/8	1/8	1		0	72		10
3	3	7/8	7/8	3/2	1	1	1/8	1/8	1		5	71		11
3	3	1	1	3/2	2	1	1/2	1/2	1		3	57		17
3	3	1	1	3/2	1	1	1/8	1/8	1		3	69		12
3	3	9/8	9/8	3/2	1	1	1/8	1/8	1		5	71		13
3	3	5/4	5/4	3/2	1	1	1/8	1/8	1		0	72		14
3	3	11/8	11/8	3/2	1	1	1/8	1/8	1		3	69		15
4	4	0	0	3/2	2	1	1/2	1/2	1		1	55		23
4	4	0	0	3/2	1	1	1/4	1/4	1		5	71		18
4	4	1/4	1/4	3/2	1	1	1/4	1/4	1		3	69		19
4	4	1/2	1/2	3/2	2	1	1/2	1/2	1		4	52		24
4	4	1/2	1/2	3/2	1	1	1/4	1/4	1		5	71		20
4	4	3/4	3/4	3/2	1	1	1/4	1/4	1		1	67		21
4	4	1	1	3/2	2	1	1/2	1/2	1		6	54		25
4	4	1	1	3/2	1	1	1/2	1/2	1		3	69		22
5	5	0	0	3/2	2	1	1	1	1		1	55		27
5	5	0	0	3/2	1	1	1	1	1		5	71		26
5	5	1	1	3/2	2	1	1/2	1/2	1		6	54		28
6	6	0	0	3/2	2	1	1	1	1		4	52		32
6	6	0	0	3/2	1	1	1/2	1/2	1		1	67		29
6	6	1/2	1/2	3/2	1	1	1/2	1/2	1		3	69		30
6	6	1	1	3/2	2	1	1/2	1/2	1		2	50		33
6	6	1	1	3/2	1	1	1/2	1/2	1		5	71		31
7	7	0	0	3/2	2	1	1/2	1/2	1		0	48		38
7	7	0	0	3/2	1	1	1/2	1/2	1		0	72		34
7	7	1/2	1/2	3/2	2	1	1/2	1/2	1		1	43		39
7	7	1/2	1/2	3/2	1	1	1/4	1/4	1		2	74		35
7	7	3/4	3/4	3/2	1	1	1/4	1/4	1		5	71		36
7	7	1	1	3/2	2	1	1/2	1/2	1		3	45		40
7	7	1	1	3/2	1	1	1/2	1/2	1		0	72		37
8	8	0	0	3/2	2	1	1/2	1/2	1		5	47		44
8	8	0	0	3/2	1	1	3/8	1/4	3/2		5	71		41
8	8	3/8	3/8	3/2	1	1	1/8	1/8	1		3	69		42
8	8	1/2	1/2	3/2	2	1	1/2	1/2	1		0	48		45
8	8	1/2	1/2	3/2	1	1	1	1	1		3	69		43
8	8	1	1	3/2	2	1	1/2	1/2	1		2	50		46
9	9	0	0	3/2	3	1	1	1	1		1	43		48
9	9	0	0	3/2	1	1	1	1	1		1	67		47
9	9	1	1	3/2	3	1	1/2	1/2	1		1	55		49
10	10	0	0	3/2	3	1	1	1	1		1	55		56
