mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	4/4	3	1	g.i					g	i		i	i							m	1	1	1, -2, 2		1	1	0	6	0.0	0.0	2.0	0.0
2	2	0	0	4/4	3	1	V					g	i		V	V							M	1	1	2, 6, 3		2	2	0	2	0.0	0.0	1.0	0.0
2	2	1/2	1/2	4/4	3	1	VII				v6	g	i		VII	VII							M	1	1	-1, 3, 0		-1	-1	0	2	0.0	0.0	1.0	0.0
3	3	0	0	4/4	3	1	IV					g	i		IV	IV							M	1	1	0, 4, 1		0	0	0	2	0.0	0.0	1.0	0.0
3	3	1/2	1/2	4/4	3	1	iv					g	i		iv	iv							m	1	1	0, -3, 1		0	0	0	2	0.0	0.0	1.0	0.0
4	4	0	0	4/4	3	1	V\\					g	i		V	V						\\	M	1	1	2, 6, 3		2	2	0	7	0.0	0.0	3.0	0.0
5	5	0	0	4/4	3	1	V6/v					g	i		V6/v	V		6		v			M	1	1	7, 4, 3		3	7	0	3	0.0	0.0	1.25	0.0
5	5	1/2	1/2	4/4	3	1	IV					g	i		IV	IV							M	1	1	0, 4, 1		0	0	0	4	0.0	0.0	1.5	0.0
6	6	0	0	4/4	3	1	V6/IV					g	i		V6/IV	V		6		IV			M	1	1	5, 2, 1		1	5	2	4	0.3333333333333333	0.25	1.25	0.16666666666666666
6	6	1/2	1/2	4/4	3	1	III					g	i		III	III							M	1	1	-2, 2, -1		-2	-2	2	4	0.3333333333333333	0.25	1.25	0.16666666666666666
7	7	0	0	4/4	3	1	ii				#viio6	g	i		ii	ii							m	1	1	3, 0, 4		3	3	2	6	0.25	0.25	2.75	0.08333333333333333
8	8	0	0	4/4	3	1	i					g	i		i	i							m	1	1	1, -2, 2		1	1	2	4	0.3333333333333333	0.25	1.0	0.2
8	8	1/2	1/2	4/4	3	1	III6					g	i		III6	III		6					M	1	1	2, -1, -2		-2	2	1	3	0.25	0.125	0.625	0.16666666666666666
8	8	3/4	3/4	4/4	3	1	VII					g	i		VII	VII							M	1	1	-1, 3, 0		-1	-1	1	3	0.25	0.125	0.625	0.16666666666666666
9	9	0	0	4/4	3	1	iv					g	i		iv	iv							m	1	1	0, -3, 1		0	0	5	5	0.5	0.625	0.875	0.4166666666666667
9	9	1/2	1/2	4/4	3	1	VI				iv6	g	i		VI	VI							M	1	1	-3, 1, -2		-3	-3	5	5	0.5	0.625	0.875	0.4166666666666667
10	10	0	0	4/4	3	1	i					g	i		i	i							m	1	1	1, -2, 2		1	1	5	5	0.5	0.625	0.875	0.4166666666666667
10	10	1/2	1/2	4/4	3	1	i6					g	i		i6	i		6					m	1	1	-2, 2, 1		1	-2	0	3	0.0	0.0	1.0	0.0
10	10	3/4	3/4	4/4	3	1	i					g	i		i	i							m	1	1	1, -2, 2		1	1	0	2	0.0	0.0	0.5	0.0
11	11	0	0	4/4	3	1	V(4)/v					g	i		V(4)/v	V			4	v			M	1	1	3, 2, 4		3	3	3	3	0.5	0.375	1.125	0.25
11	11	1/2	1/2	4/4	3	1	V/v					g	i		V/v	V				v			M	1	1	3, 7, 4		3	3	1	3	0.25	0.125	0.875	0.125
11	11	3/4	3/4	4/4	3	1	#viio64/v	0	-5.5	/		g	i		#viio64/v	#vii	o	64		v			o	1	1	1, 7, 4		7	1	1	2	0.3333333333333333	0.125	0.375	0.25
12	12	0	0	4/4	3	1	V6					g	i		V6	V		6					M	1	1	6, 3, 2		2	6	6	8	0.42857142857142855	0.75	2.25	0.25
13	13	0	0	4/4	3	1	v					g	i		v	v							m	1	1	2, -1, 3		2	2	3	4	0.42857142857142855	0.375	1.125	0.25
13	13	3/4	3/4	4/4	3	1	iv					g	i		iv	iv							m	1	1	0, -3, 1		0	0	1	2	0.3333333333333333	0.125	0.375	0.25
14	14	0	0	4/4	3	1	III				i6	g	i		III	III							M	1	1	-2, 2, -1		-2	-2	0	2	0.0	0.0	0.5	0.0
14	14	1/4	1/4	4/4	3	1	i					g	i		i	i							m	1	1	1, -2, 2		1	1	0	4	0.0	0.0	1.5	0.0
15	15	0	0	4/4	3	1	V6(4)					g	i		V6(4)	V		6	4				M	1	1	1, 3, 2		2	1	0	2	0.0	0.0	1.0	0.0
15	15	1/2	1/2	4/4	3	1	V6					g	i		V6	V		6					M	1	1	6, 3, 2		2	6	0	2	0.0	0.0	1.0	0.0
16	16	0	0	4/4	3	1	i\\					g	i		i	i						\\	m	1	1	1, -2, 2		1	1	0	8	0.0	0.0	2.0	0.0
17	17	0	0	4/4	3	1	V6					g	i		V6	V		6					M	1	1	6, 3, 2		2	6	0	2	0.0	0.0	1.0	0.0
17	17	1/2	1/2	4/4	3	1	VII	-0.2	-2.5	/	v6	g	i		VII	VII							M	1	1	-1, 3, 0		-1	-1	0	2	0.0	0.0	1.0	0.0
18	18	0	0	4/4	3	1	IV6					g	i		IV6	IV		6					M	1	1	4, 1, 0		0	4	0	3	0.0	0.0	1.5	0.0
18	18	1/2	1/2	4/4	3	1	iv6					g	i		iv6	iv		6					m	1	1	-3, 1, 0		0	-3	0	4	0.0	0.0	1.5	0.0
19	19	0	0	4/4	3	1	V					g	i		V	V							M	1	1	2, 6, 3		2	2	0	5	0.0	0.0	1.5	0.0
19	19	1/2	1/2	4/4	3	1	v					g	i		v	v							m	1	1	2, -1, 3		2	2	0	5	0.0	0.0	1.5	0.0
20	20	0	0	4/4	3	1	#viio/v					g	i		#viio/v	#vii	o			v			o	1	1	7, 4, 1		7	7	0	3	0.0	0.0	1.5	0.0
20	20	1/2	1/2	4/4	3	1	iv					g	i		iv	iv							m	1	1	0, -3, 1		0	0	0	3	0.0	0.0	1.5	0.0
21	21	0	0	4/4	3	1	V6/iv					g	i		V6/iv	V		6		iv			M	1	1	5, 2, 1		1	5	0	4	0.0	0.0	1.5	0.0
21	21	1/2	1/2	4/4	3	1	i6					g	i		i6	i		6					m	1	1	-2, 2, 1		1	-2	0	4	0.0	0.0	1.5	0.0
22	22	0	0	4/4	3	1	V/v					g	i		V/v	V				v			M	1	1	3, 7, 4		3	3	0	3	0.0	0.0	2.0	0.0
22	22	1/2	1/2	4/4	3	1	ii	-1	-2.5	/	#viio6	g	i		ii	ii							m	1	1	3, 0, 4		3	3	0	2	0.0	0.0	1.0	0.0
23	23	0	0	4/4	3	1	I					g	i		I	I							M	1	1	1, 5, 2		1	1	0	3	0.0	0.0	1.25	0.0
23	23	1/2	1/2	4/4	3	1	i					g	i		i	i							m	1	1	1, -2, 2		1	1	0	5	0.0	0.0	1.5	0.0
24	24	0	0	4/4	3	1	V6					g	i		V6	V		6					M	1	1	6, 3, 2		2	6	0	4	0.0	0.0	1.5	0.0
24	24	1/2	1/2	4/4	3	1	VII					g	i		VII	VII							M	1	1	-1, 3, 0		-1	-1	0	4	0.0	0.0	1.5	0.0
25	25	0	0	4/4	3	1	IV6					g	i		IV6	IV		6					M	1	1	4, 1, 0		0	4	2	4	0.3333333333333333	0.25	1.25	0.16666666666666666
25	25	1/2	1/2	4/4	3	1	iv65					g	i		iv65	iv		65					mm7	1	1	-3, 1, -2, 0		0	-3	0	6	0.0	0.0	1.5	0.0
26	26	0	0	4/4	3	1	v					g	i		v	v							m	1	1	2, -1, 3		2	2	2	6	0.25	0.25	2.75	0.08333333333333333
27	27	0	0	4/4	3	1	iv					g	i		iv	iv							m	1	1	0, -3, 1		0	0	8	10	0.4444444444444444	1.0	3.0	0.25
29	29	0	0	4/4	3	1	VII					g	i		VII	VII							M	1	1	-1, 3, 0		-1	-1	3	4	0.42857142857142855	0.375	1.125	0.25
29	29	3/4	3/4	4/4	3	1	IV6					g	i		IV6	IV		6					M	1	1	4, 1, 0		0	4	1	2	0.3333333333333333	0.125	0.375	0.25
30	30	0	0	4/4	3	1	v					g	i		v	v							m	1	1	2, -1, 3		2	2	2	4	0.3333333333333333	0.1875	0.8125	0.1875
30	30	1/2	1/2	4/4	3	1	III					g	i		III	III							M	1	1	-2, 2, -1		-2	-2	0	2	0.0	0.0	1.0	0.0
31	31	0	0	4/4	3	1	V(4)/III					g	i		V(4)/III	V			4	III			M	1	1	-1, -2, 0		-1	-1	0	2	0.0	0.0	1.0	0.0
31	31	1/2	1/2	4/4	3	1	V/III					g	i		V/III	V				III			M	1	1	-1, 3, 0		-1	-1	0	2	0.0	0.0	1.0	0.0
32	32	0	0	4/4	3	1	III\\					g	i		III	III						\\	M	1	1	-2, 2, -1		-2	-2	0	2	0.0	0.0	2.0	0.0
33	33	0	0	4/4	3	1	V				v	g	i		V	V							M	1	1	2, 6, 3		2	2	0	2	0.0	0.0	1.0	0.0
33	33	1/2	1/2	4/4	3	1	v					g	i		v	v							m	1	1	2, -1, 3		2	2	0	4	0.0	0.0	1.0	0.0
34	34	0	0	4/4	3	1	V6/v					g	i		V6/v	V		6		v			M	1	1	7, 4, 3		3	7	0	3	0.0	0.0	1.5	0.0
34	34	1/2	1/2	4/4	3	1	ii6					g	i		ii6	ii		6					m	1	1	0, 4, 3		3	0	0	4	0.0	0.0	1.5	0.0
35	35	0	0	4/4	3	1	#viio6/ii					g	i		#viio6/ii	#vii	o	6		ii			o	1	1	5, 2, 8		8	5	1	2	0.3333333333333333	0.5	1.0	0.3333333333333333
35	35	1/2	1/2	4/4	3	1	i6					g	i		i6	i		6					m	1	1	-2, 2, 1		1	-2	0	3	0.0	0.0	1.5	0.0
36	36	0	0	4/4	3	1	V(6)/V					g	i		V(6)/V	V			6	V			M	1	1	3, 7, 6		3	3	0	3	0.0	0.0	2.0	0.0
36	36	1/2	1/2	4/4	3	1	V(64)/v	0	-5.5	/		g	i		V(64)/v	V			64	v			M	1	1	3, 2, -1		3	3	0	2	0.0	0.0	1.0	0.0
37	37	0	0	4/4	3	1	V(4)/v					g	i		V(4)/v	V			4	v			M	1	1	3, 2, 4		3	3	0	3	0.0	0.0	2.0	0.0
37	37	1/2	1/2	4/4	3	1	V/v					g	i		V/v	V				v			M	1	1	3, 7, 4		3	3	0	2	0.0	0.0	1.0	0.0
38	38	0	0	4/4	3	1	v\\				V\\	g	i		v	v						\\	m	1	1	2, -1, 3		2	2	0	3	0.0	0.0	1.5	0.0
38	38	1/2	1/2	4/4	3	1	v					g	i		v	v							m	1	1	2, -1, 3		2	2	0	2	0.0	0.0	0.5	0.0
39	39	0	0	4/4	3	1	V/v					g	i		V/v	V				v			M	1	1	3, 7, 4		3	3	0	3	0.0	0.0	1.25	0.0
39	39	1/2	1/2	4/4	3	1	ii					g	i		ii	ii							m	1	1	3, 0, 4		3	3	0	3	0.0	0.0	1.0	0.0
39	39	3/4	3/4	4/4	3	1	IV					g	i		IV	IV							M	1	1	0, 4, 1		0	0	0	2	0.0	0.0	0.5	0.0
40	40	0	0	4/4	3	1	I					g	i		I	I							M	1	1	1, 5, 2		1	1	3	4	0.42857142857142855	0.375	1.125	0.25
40	40	1/2	1/2	4/4	3	1	III					g	i		III	III							M	1	1	-2, 2, -1		-2	-2	3	4	0.42857142857142855	0.375	1.125	0.25
41	41	0	0	4/4	3	1	v					g	i		v	v							m	1	1	2, -1, 3		2	2	3	5	0.375	0.375	1.125	0.25
