mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	4/4	5	1	G.I[I					G	I	I	I	I							M	0	0	1, 5, 2		1.0	1.0	17	21	0.4473684210526316	1.0625	5.9375	0.15178571428571427
3	3	1/4	1/4	4/4	5	1	ii				viio6	G	I	I	ii	ii							m	0	0	3, 0, 4		3.0	3.0	3	4	0.42857142857142855	0.1875	0.3125	0.375
3	3	1/2	1/2	4/4	5	1	I					G	I	I	I	I							M	0	0	1, 5, 2		1.0	1.0	2	4	0.3333333333333333	0.125	0.375	0.25
3	3	3/4	3/4	4/4	5	1	ii				viio6	G	I	I	ii	ii							m	0	0	3, 0, 4		3.0	3.0	2	4	0.3333333333333333	0.125	0.375	0.25
4	4	0	0	4/4	5	1	I					G	I	I	I	I							M	0	0	1, 5, 2		1.0	1.0	0	3	0.0	0.0	1.75	0.0
4	4	3/8	3/8	4/4	5	1	V6					G	I	I	V6	V		6					M	0	0	6, 3, 2		2.0	6.0	0	4	0.0	0.0	0.75	0.0
4	4	3/4	3/4	4/4	5	1	vi]					G	I	I	vi	vi							m	0	0	4, 1, 5		4.0	4.0	0	2	0.0	0.0	0.5	0.0
5	5	0	0	4/4	5	1	V\\					G	I		V	V						\\	M	0	0	2, 6, 3		2.0	2.0	0	9	0.0	0.0	6.0	0.0
7	7	0	0	4/4	5	1	ii[ii					G	I	ii	ii	ii							m	0	0	3, 0, 4		3.0	3.0	17	21	0.4473684210526316	1.0625	5.9375	0.15178571428571427
9	9	1/4	1/4	4/4	5	1	iio/ii	0	-5.5	/	#viio6/ii	G	I	ii	iio/ii	ii	o			ii			o	0	0	5, 2, -1		5.0	5.0	3	4	0.42857142857142855	0.1875	0.3125	0.375
9	9	1/2	1/2	4/4	5	1	ii					G	I	ii	ii	ii							m	0	0	3, 0, 4		3.0	3.0	2	4	0.3333333333333333	0.125	0.375	0.25
9	9	3/4	3/4	4/4	5	1	iio/ii	0	-5.5	/	#viio6/ii	G	I	ii	iio/ii	ii	o			ii			o	0	0	5, 2, -1		5.0	5.0	2	4	0.3333333333333333	0.125	0.375	0.25
10	10	0	0	4/4	5	1	ii					G	I	ii	ii	ii							m	0	0	3, 0, 4		3.0	3.0	0	3	0.0	0.0	1.75	0.0
10	10	3/8	3/8	4/4	5	1	V6/ii					G	I	ii	V6/ii	V		6		ii			M	0	0	8, 5, 4		4.0	8.0	0	4	0.0	0.0	0.75	0.0
10	10	3/4	3/4	4/4	5	1	#vio/ii]	0	-5.5	/		G	I	ii	#vio/ii	#vi	o			ii			o	0	0	6, 3, 0		6.0	6.0	0	2	0.0	0.0	0.5	0.0
11	11	0	0	4/4	5	1	V/ii\\					G	I		V/ii	V				ii		\\	M	0	0	4, 8, 5		4.0	4.0	0	9	0.0	0.0	5.5	0.0
12	12	1/2	1/2	4/4	5	1	V/ii					G	I		V/ii	V				ii			M	0	0	4, 8, 5		4.0	4.0	1	2	0.3333333333333333	0.125	0.25	0.3333333333333333
13	13	0	0	4/4	5	1	V6/V					G	I		V6/V	V		6		V			M	0	0	7, 4, 3		3.0	7.0	0	2	0.0	0.0	1.0	0.0
13	13	1/2	1/2	4/4	5	1	V					G	I		V	V							M	0	0	2, 6, 3		2.0	2.0	0	2	0.0	0.0	1.0	0.0
14	14	0	0	4/4	5	1	IV6/V					G	I		IV6/V	IV		6		V			M	0	0	5, 2, 1		1.0	5.0	0	2	0.0	0.0	0.75	0.0
14	14	1/2	1/2	4/4	5	1	V/v					G	I		V/v	V				v			M	0	0	3, 7, 4		3.0	3.0	0	2	0.0	0.0	0.5	0.0
14	14	3/4	3/4	4/4	5	1	V(64)/v	0	-5.5	/		G	I		V(64)/v	V			64	v			M	0	0	3, 2, -1		3.0	3.0	0	2	0.0	0.0	0.5	0.0
15	15	0	0	4/4	5	1	V(4)/v					G	I		V(4)/v	V			4	v			M	0	0	3, 2, 4		3.0	3.0	0	4	0.0	0.0	1.0	0.0
15	15	1/2	1/2	4/4	5	1	v\\				V\\	G	I		v	v						\\	m	0	0	2, -1, 3		2.0	2.0	0	2	0.0	0.0	1.0	0.0
16	16	0	0	4/4	5	1	V					G	I		V	V							M	0	0	2, 6, 3		2.0	2.0	3	4	0.42857142857142855	0.375	0.875	0.3
16	16	1/2	1/2	4/4	5	1	iii				I6	G	I		iii	iii							m	0	0	5, 2, 6		5.0	5.0	0	3	0.0	0.0	1.5	0.0
17	17	0	0	4/4	5	1	vi					G	I		vi	vi							m	0	0	4, 1, 5		4.0	4.0	0	3	0.0	0.0	1.5	0.0
17	17	1/2	1/2	4/4	5	1	ii					G	I		ii	ii							m	0	0	3, 0, 4		3.0	3.0	0	3	0.0	0.0	1.0	0.0
18	18	0	0	4/4	5	1	V					G	I		V	V							M	0	0	2, 6, 3		2.0	2.0	0	4	0.0	0.0	0.75	0.0
18	18	1/4	1/4	4/4	5	1	V(64)					G	I		V(64)	V			64				M	0	0	2, 1, 5		2.0	2.0	0	3	0.0	0.0	0.75	0.0
18	18	1/2	1/2	4/4	5	1	V(4)					G	I		V(4)	V			4				M	0	0	2, 1, 3		2.0	2.0	0	3	0.0	0.0	0.875	0.0
18	18	3/4	3/4	4/4	5	1	V					G	I		V	V							M	0	0	2, 6, 3		2.0	2.0	1	2	0.3333333333333333	0.125	0.5	0.2
19	19	0	0	4/4	5	1	I[I\\					G	I	I	I	I						\\	M	0	0	1, 5, 2		1.0	1.0	58	67	0.464	4.625	16.875	0.21511627906976744
23	23	1/2	1/2	4/4	5	1	V(+4)					G	I	I	V(+4)	V			+4				M	0	0	2, 6, 3	1	2.0	2.0	0	4	0.0	0.0	1.25	0.0
23	23	3/4	3/4	4/4	5	1	vi6]					G	I	I	vi6	vi		6					m	0	0	1, 5, 4		4.0	1.0	0	3	0.0	0.0	0.75	0.0
24	24	0	0	4/4	5	1	V\\					G	I		V	V						\\	M	0	0	2, 6, 3		2.0	2.0	0	15	0.0	0.0	10.0	0.0
26	26	0	0	4/4	5	1	ii[ii					G	I	ii	ii	ii							m	0	0	3, 0, 4		3.0	3.0	59	66	0.472	4.75	15.25	0.2375
30	30	1/2	1/2	4/4	5	1	V(+4)/ii					G	I	ii	V(+4)/ii	V			+4	ii			M	0	0	4, 8, 5	3	4.0	4.0	0	4	0.0	0.0	1.25	0.0
30	30	3/4	3/4	4/4	5	1	#vio6/ii]	0	-5.5	/		G	I	ii	#vio6/ii	#vi	o	6		ii			o	0	0	3, 0, 6		6.0	3.0	0	3	0.0	0.0	0.75	0.0
31	31	0	0	4/4	5	1	V/ii\\					G	I		V/ii	V				ii		\\	M	0	0	4, 8, 5		4.0	4.0	1	18	0.05263157894736842	0.125	9.75	0.012658227848101266
33	33	0	0	4/4	5	1	V6/V					G	I		V6/V	V		6		V			M	0	0	7, 4, 3		3.0	7.0	0	2	0.0	0.0	1.0	0.0
33	33	1/2	1/2	4/4	5	1	V					G	I		V	V							M	0	0	2, 6, 3		2.0	2.0	0	2	0.0	0.0	1.0	0.0
34	34	0	0	4/4	5	1	IV/V					G	I		IV/V	IV				V			M	0	0	1, 5, 2		1.0	1.0	0	2	0.0	0.0	0.75	0.0
34	34	1/2	1/2	4/4	5	1	V/v					G	I		V/v	V				v			M	0	0	3, 7, 4		3.0	3.0	0	3	0.0	0.0	0.625	0.0
34	34	3/4	3/4	4/4	5	1	V(64)/v					G	I		V(64)/v	V			64	v			M	0	0	3, 2, -1		3.0	3.0	1	3	0.25	0.125	0.625	0.16666666666666666
35	35	0	0	4/4	5	1	V(4)/V					G	I		V(4)/V	V			4	V			M	0	0	3, 2, 4		3.0	3.0	0	4	0.0	0.0	1.25	0.0
35	35	1/4	1/4	4/4	5	1	V/V					G	I		V/V	V				V			M	0	0	3, 7, 4		3.0	3.0	2	2	0.5	0.25	0.375	0.4
35	35	1/2	1/2	4/4	5	1	V					G	I		V	V							M	0	0	2, 6, 3		2.0	2.0	2	7	0.2222222222222222	0.25	2.125	0.10526315789473684
36	36	0	0	4/4	5	1	I					G	I		I	I							M	0	0	1, 5, 2		1.0	1.0	2	7	0.2222222222222222	0.25	2.0	0.1111111111111111
36	36	1/2	1/2	4/4	5	1	IV					G	I		IV	IV							M	0	0	0, 4, 1		0.0	0.0	2	7	0.2222222222222222	0.25	2.125	0.10526315789473684
