mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	4/4	4	1	g.i		g	i		i	i							m	1	1	1, -2, 2		1	1	0	2	0.0	0.0	2.0	0.0
2	2	0	0	4/4	4	1	V6		g	i		V6	V		6					M	1	1	6, 3, 2		2	6	0	2	0.0	0.0	1.0	0.0
2	2	1/2	1/2	4/4	4	1	i		g	i		i	i							m	1	1	1, -2, 2		1	1	0	2	0.0	0.0	0.75	0.0
3	3	0	0	4/4	4	1	VI	iv6	g	i		VI	VI							M	1	1	-3, 1, -2		-3	-3	0	3	0.0	0.0	2.0	0.0
3	3	1/2	1/2	4/4	4	1	iv		g	i		iv	iv							m	1	1	0, -3, 1		0	0	0	2	0.0	0.0	0.5	0.0
3	3	3/4	3/4	4/4	4	1	i		g	i		i	i							m	1	1	1, -2, 2		1	1	0	2	0.0	0.0	0.5	0.0
4	4	0	0	4/4	4	1	V		g	i		V	V							M	1	1	2, 6, 3		2	2	0	3	0.0	0.0	1.5	0.0
4	4	1/2	1/2	4/4	4	1	i		g	i		i	i							m	1	1	1, -2, 2		1	1	0	3	0.0	0.0	1.25	0.0
5	5	0	0	4/4	4	1	VI	iv6	g	i		VI	VI							M	1	1	-3, 1, -2		-3	-3	0	3	0.0	0.0	2.0	0.0
5	5	1/2	1/2	4/4	4	1	iv		g	i		iv	iv							m	1	1	0, -3, 1		0	0	0	2	0.0	0.0	0.5	0.0
5	5	3/4	3/4	4/4	4	1	i		g	i		i	i							m	1	1	1, -2, 2		1	1	0	2	0.0	0.0	0.5	0.0
6	6	0	0	4/4	4	1	V		g	i		V	V							M	1	1	2, 6, 3		2	2	0	3	0.0	0.0	1.5	0.0
6	6	1/2	1/2	4/4	4	1	i		g	i		i	i							m	1	1	1, -2, 2		1	1	0	3	0.0	0.0	1.25	0.0
7	7	0	0	4/4	4	1	IV/III		g	i		IV/III	IV				III			M	1	1	-3, 1, -2		-3	-3	0	3	0.0	0.0	2.0	0.0
7	7	1/2	1/2	4/4	4	1	III6		g	i		III6	III		6					M	1	1	2, -1, -2		-2	2	0	2	0.0	0.0	0.5	0.0
7	7	3/4	3/4	4/4	4	1	III		g	i		III	III							M	1	1	-2, 2, -1		-2	-2	0	2	0.0	0.0	0.5	0.0
8	8	0	0	4/4	4	1	V/III		g	i		V/III	V				III			M	1	1	-1, 3, 0		-1	-1	0	3	0.0	0.0	1.5	0.0
8	8	1/2	1/2	4/4	4	1	III		g	i		III	III							M	1	1	-2, 2, -1		-2	-2	0	3	0.0	0.0	1.25	0.0
9	9	0	0	4/4	4	1	i		g	i		i	i							m	1	1	1, -2, 2		1	1	0	3	0.0	0.0	2.0	0.0
9	9	1/2	1/2	4/4	4	1	IV/III		g	i		IV/III	IV				III			M	1	1	-3, 1, -2		-3	-3	0	2	0.0	0.0	0.5	0.0
9	9	3/4	3/4	4/4	4	1	III		g	i		III	III							M	1	1	-2, 2, -1		-2	-2	0	2	0.0	0.0	0.5	0.0
10	10	0	0	4/4	4	1	V/III		g	i		V/III	V				III			M	1	1	-1, 3, 0		-1	-1	0	3	0.0	0.0	1.5	0.0
10	10	1/2	1/2	4/4	4	1	III		g	i		III	III							M	1	1	-2, 2, -1		-2	-2	0	3	0.0	0.0	1.25	0.0
11	11	0	0	4/4	4	1	i		g	i		i	i							m	1	1	1, -2, 2		1	1	0	2	0.0	0.0	1.0	0.0
11	11	1/2	1/2	4/4	4	1	IV/III		g	i		IV/III	IV				III			M	1	1	-3, 1, -2		-3	-3	0	3	0.0	0.0	1.0	0.0
11	11	3/4	3/4	4/4	4	1	III		g	i		III	III							M	1	1	-2, 2, -1		-2	-2	0	3	0.0	0.0	0.75	0.0
