mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/2	5	1	G.I					G	I		I	I							M	0	0	1, 5, 2		1.0	1.0	0	3	0.0	0.0	2.0	0.0
1	1	1	1	3/2	5	1	ii	0	-5.1	/	viio6	G	I		ii	ii							m	0	0	3, 0, 4		3.0	3.0	0	2	0.0	0.0	1.0	0.0
2	2	0	0	3/2	5	1	I					G	I		I	I							M	0	0	1, 5, 2		1.0	1.0	0	2	0.0	0.0	2.0	0.0
2	2	1	1	3/2	5	1	IV					G	I		IV	IV							M	0	0	0, 4, 1		0.0	0.0	0	2	0.0	0.0	1.0	0.0
3	3	0	0	3/2	5	1	I					G	I		I	I							M	0	0	1, 5, 2		1.0	1.0	1	3	0.25	0.125	1.875	0.0625
3	3	1	1	3/2	5	1	ii				viio6	G	I		ii	ii							m	0	0	3, 0, 4		3.0	3.0	1	4	0.2	0.125	0.875	0.125
4	4	0	0	3/2	5	1	I					G	I		I	I							M	0	0	1, 5, 2		1.0	1.0	1	2	0.3333333333333333	0.25	0.75	0.25
4	4	1/2	1/2	3/2	5	1	vi					G	I		vi	vi							m	0	0	4, 1, 5		4.0	4.0	0	3	0.0	0.0	1.0	0.0
4	4	1	1	3/2	5	1	V6					G	I		V6	V		6					M	0	0	6, 3, 2		2.0	6.0	0	2	0.0	0.0	1.0	0.0
5	5	0	0	3/2	5	1	I\\					G	I		I	I						\\	M	0	0	1, 5, 2		1.0	1.0	0	2	0.0	0.0	2.0	0.0
5	5	1	1	3/2	5	1	V6					G	I		V6	V		6					M	0	0	6, 3, 2		2.0	6.0	0	1	0.0	0.0	0.5	0.0
6	6	0	0	3/2	5	1	vi					G	I		vi	vi							m	0	0	4, 1, 5		4.0	4.0	0	2	0.0	0.0	1.5	0.0
6	6	1/2	1/2	3/2	5	1	ii64					G	I		ii64	ii		64					m	0	0	4, 3, 0		3.0	4.0	0	1	0.0	0.0	0.5	0.0
6	6	1	1	3/2	5	1	iii6					G	I		iii6	iii		6					m	0	0	2, 6, 5		5.0	2.0	0	2	0.0	0.0	1.0	0.0
7	7	0	0	3/2	5	1	IV					G	I		IV	IV							M	0	0	0, 4, 1		0.0	0.0	0	2	0.0	0.0	1.0	0.0
7	7	1/2	1/2	3/2	5	1	I					G	I		I	I							M	0	0	1, 5, 2		1.0	1.0	0	3	0.0	0.0	1.0	0.0
7	7	1	1	3/2	5	1	ii	0	-5.5	/	viio6	G	I		ii	ii							m	0	0	3, 0, 4		3.0	3.0	0	2	0.0	0.0	1.0	0.0
8	8	0	0	3/2	5	1	iii				I6	G	I		iii	iii							m	0	0	5, 2, 6		5.0	5.0	1	2	0.3333333333333333	0.125	0.875	0.125
8	8	1/2	1/2	3/2	5	1	ii6					G	I		ii6	ii		6					m	0	0	0, 4, 3		3.0	0.0	0	2	0.0	0.0	1.5	0.0
8	8	1	1	3/2	5	1	V					G	I		V	V							M	0	0	2, 6, 3		2.0	2.0	0	1	0.0	0.0	0.5	0.0
9	9	0	0	3/2	5	1	I\\					G	I		I	I						\\	M	0	0	1, 5, 2		1.0	1.0	2	6	0.25	0.5	4.0	0.1111111111111111
10	10	1	1	3/2	5	1	ii				viio6	G	I		ii	ii							m	0	0	3, 0, 4		3.0	3.0	1	2	0.3333333333333333	0.25	0.75	0.25
11	11	0	0	3/2	5	1	I					G	I		I	I							M	0	0	1, 5, 2		1.0	1.0	1	3	0.25	0.25	1.75	0.125
11	11	1/2	1/2	3/2	5	1	vi6					G	I		vi6	vi		6					m	0	0	1, 5, 4		4.0	1.0	1	2	0.3333333333333333	0.25	1.25	0.16666666666666666
11	11	1	1	3/2	5	1	IV					G	I		IV	IV							M	0	0	0, 4, 1		0.0	0.0	1	2	0.3333333333333333	0.25	0.75	0.25
