mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	4/4	5	1	g.i					g	i		i	i							m	1	1	1, -2, 2		1	1	0	4	0.0	0.0	1.5	0.0
1	1	3/4	3/4	4/4	5	1	V6					g	i		V6	V		6					M	1	1	6, 3, 2		2	6	0	2	0.0	0.0	0.5	0.0
2	2	0	0	4/4	5	1	i					g	i		i	i							m	1	1	1, -2, 2		1	1	2	2	0.5	0.25	0.75	0.25
2	2	1/2	1/2	4/4	5	1	VI				iv6	g	i		VI	VI							M	1	1	-3, 1, -2		-3	-3	0	2	0.0	0.0	1.0	0.0
3	3	0	0	4/4	5	1	V					g	i		V	V							M	1	1	2, 6, 3		2	2	0	6	0.0	0.0	2.0	0.0
4	4	0	0	4/4	5	1	iv					g	i		iv	iv							m	1	1	0, -3, 1		0	0	0	2	0.0	0.0	0.5	0.0
4	4	1/4	1/4	4/4	5	1	V6/iv					g	i		V6/iv	V		6		iv			M	1	1	5, 2, 1		1	5	0	2	0.0	0.0	0.5	0.0
4	4	1/2	1/2	4/4	5	1	iv					g	i		iv	iv							m	1	1	0, -3, 1		0	0	0	4	0.0	0.0	2.0	0.0
5	5	0	0	4/4	5	1	i(64)					g	i		i(64)	i			64				m	1	1	1, 0, -3		1	1	0	4	0.0	0.0	1.75	0.0
5	5	1/4	1/4	4/4	5	1	i					g	i		i	i							m	1	1	1, -2, 2		1	1	4	11	0.26666666666666666	1.0	3.75	0.21052631578947367
6	6	1/2	1/2	4/4	5	1	v					g	i		v	v							m	1	1	2, -1, 3		2	2	0	4	0.0	0.0	1.125	0.0
6	6	3/4	3/4	4/4	5	1	#vi%7					g	i		#vi%7	#vi	%	7					%7	1	1	4, 1, -2, 2		4	4	1	3	0.25	0.125	0.625	0.16666666666666666
7	7	0	0	4/4	5	1	V6					g	i		V6	V		6					M	1	1	6, 3, 2		2	6	0	4	0.0	0.0	1.75	0.0
7	7	1/4	1/4	4/4	5	1	#viio					g	i		#viio	#vii	o						o	1	1	6, 3, 0		6	6	0	4	0.0	0.0	0.875	0.0
7	7	3/4	3/4	4/4	5	1	I					g	i		I	I							M	1	1	1, 5, 2		1	1	1	3	0.25	0.125	0.625	0.16666666666666666
8	8	0	0	4/4	5	1	V/V					g	i		V/V	V				V			M	1	1	3, 7, 4		3	3	12	13	0.48	1.25	3.5	0.2631578947368421
9	9	1/2	1/2	4/4	5	1	ii6					g	i		ii6	ii		6					m	1	1	0, 4, 3		3	0	4	5	0.4444444444444444	0.5	1.0	0.3333333333333333
10	10	0	0	4/4	5	1	V/VII					g	i		V/VII	V				VII			M	1	1	0, 4, 1		0	0	16	20	0.4444444444444444	1.6875	3.5625	0.32142857142857145
11	11	3/4	3/4	4/4	5	1	VII6					g	i		VII6	VII		6					M	1	1	3, 0, -1		-1	3	1	3	0.25	0.125	0.625	0.16666666666666666
12	12	0	0	4/4	5	1	V(4)/VII					g	i		V(4)/VII	V			4	VII			M	1	1	0, -1, 1		0	0	0	3	0.0	0.0	1.0	0.0
12	12	1/4	1/4	4/4	5	1	V/VII					g	i		V/VII	V				VII			M	1	1	0, 4, 1		0	0	0	2	0.0	0.0	0.5	0.0
12	12	1/2	1/2	4/4	5	1	VII\\					g	i		VII	VII						\\	M	1	1	-1, 3, 0		-1	-1	0	7	0.0	0.0	3.0	0.0
13	13	3/4	3/4	4/4	5	1	v					g	i		v	v							m	1	1	2, -1, 3		2	2	0	2	0.0	0.0	0.5	0.0
14	14	0	0	4/4	5	1	iv					g	i		iv	iv							m	1	1	0, -3, 1		0	0	1	6	0.14285714285714285	0.125	2.125	0.05555555555555555
14	14	3/4	3/4	4/4	5	1	iio6					g	i		iio6	ii	o	6					o	1	1	0, -3, 3		3	0	0	2	0.0	0.0	0.5	0.0
15	15	0	0	4/4	5	1	i					g	i		i	i							m	1	1	1, -2, 2		1	1	4	9	0.3076923076923077	0.875	2.875	0.23333333333333334
16	16	0	0	4/4	5	1	III					g	i		III	III							M	1	1	-2, 2, -1		-2	-2	3	5	0.375	0.375	1.875	0.16666666666666666
16	16	1/2	1/2	4/4	5	1	i					g	i		i	i							m	1	1	1, -2, 2		1	1	0	3	0.0	0.0	1.5	0.0
16	16	3/4	3/4	4/4	5	1	#vio6					g	i		#vio6	#vi	o	6					o	1	1	1, -2, 4		4	1	0	1	0.0	0.0	0.25	0.0
17	17	0	0	4/4	5	1	V					g	i		V	V							M	1	1	2, 6, 3		2	2	0	12	0.0	0.0	4.0	0.0
18	18	0	0	4/4	5	1	i					g	i		i	i							m	1	1	1, -2, 2		1	1	0	4	0.0	0.0	1.0	0.0
18	18	1/4	1/4	4/4	5	1	V6					g	i		V6	V		6					M	1	1	6, 3, 2		2	6	0	4	0.0	0.0	1.0	0.0
18	18	1/2	1/2	4/4	5	1	i					g	i		i	i							m	1	1	1, -2, 2		1	1	0	4	0.0	0.0	2.0	0.0
19	19	0	0	4/4	5	1	V\\					g	i		V	V						\\	M	1	1	2, 6, 3		2	2	0	4	0.0	0.0	2.0	0.0
19	19	1/2	1/2	4/4	5	1	III					g	i		III	III							M	1	1	-2, 2, -1		-2	-2	1	2	0.3333333333333333	0.25	0.75	0.25
20	20	0	0	4/4	5	1	v					g	i		v	v							m	1	1	2, -1, 3		2	2	0	2	0.0	0.0	0.5	0.0
20	20	1/4	1/4	4/4	5	1	IV6					g	i		IV6	IV		6					M	1	1	4, 1, 0		0	4	0	2	0.0	0.0	0.5	0.0
20	20	1/2	1/2	4/4	5	1	VII					g	i		VII	VII							M	1	1	-1, 3, 0		-1	-1	1	6	0.14285714285714285	0.25	2.75	0.08333333333333333
21	21	1/4	1/4	4/4	5	1	iv6					g	i		iv6	iv		6					m	1	1	-3, 1, 0		0	-3	0	2	0.0	0.0	0.5	0.0
21	21	1/2	1/2	4/4	5	1	iv					g	i		iv	iv							m	1	1	0, -3, 1		0	0	2	4	0.3333333333333333	0.5	1.5	0.25
22	22	0	0	4/4	5	1	iv6					g	i		iv6	iv		6					m	1	1	-3, 1, 0		0	-3	0	4	0.0	0.0	1.75	0.0
22	22	1/4	1/4	4/4	5	1	VIM7					g	i		VIM7	VI	M	7					MM7	1	1	-3, 1, -2, 2		-3	-3	0	3	0.0	0.0	1.25	0.0
22	22	1/2	1/2	4/4	5	1	VI					g	i		VI	VI							M	1	1	-3, 1, -2		-3	-3	4	3	0.5714285714285714	0.75	0.625	0.5454545454545454
23	23	0	0	4/4	5	1	V(6)					g	i		V(6)	V			6				M	1	1	2, 6, -2		2	2	1	5	0.16666666666666666	0.125	1.375	0.08333333333333333
23	23	1/4	1/4	4/4	5	1	V					g	i		V	V							M	1	1	2, 6, 3		2	2	2	3	0.4	0.1875	0.3125	0.375
23	23	1/2	1/2	4/4	5	1	V(6)					g	i		V(6)	V			6				M	1	1	2, 6, -2		2	2	1	4	0.2	0.125	0.875	0.125
23	23	3/4	3/4	4/4	5	1	V					g	i		V	V							M	1	1	2, 6, 3		2	2	2	3	0.4	0.125	0.375	0.25
24	24	0	0	4/4	5	1	V(6)					g	i		V(6)	V			6				M	1	1	2, 6, -2		2	2	1	4	0.2	0.125	1.375	0.08333333333333333
24	24	1/4	1/4	4/4	5	1	V					g	i		V	V							M	1	1	2, 6, 3		2	2	7	6	0.5384615384615384	0.6875	0.8125	0.4583333333333333
25	25	0	0	4/4	5	1	v6					g	i		v6	v		6					m	1	1	-1, 3, 2		2	-1	9	9	0.5	1.0	2.0	0.3333333333333333
26	26	0	0	4/4	5	1	V/III					g	i		V/III	V				III			M	1	1	-1, 3, 0		-1	-1	0	3	0.0	0.0	0.75	0.0
26	26	1/8	1/8	4/4	5	1	V(4)/III					g	i		V(4)/III	V			4	III			M	1	1	-1, -2, 0		-1	-1	0	2	0.0	0.0	0.5	0.0
26	26	3/8	3/8	4/4	5	1	V/III					g	i		V/III	V				III			M	1	1	-1, 3, 0		-1	-1	0	2	0.0	0.0	0.25	0.0
26	26	1/2	1/2	4/4	5	1	III\\					g	i		III	III						\\	M	1	1	-2, 2, -1		-2	-2	1	5	0.16666666666666666	0.125	1.75	0.06666666666666667
27	27	0	0	4/4	5	1	V(6)/v					g	i		V(6)/v	V			6	v			M	1	1	3, 7, -1		3	3	1	3	0.25	0.125	1.25	0.09090909090909091
27	27	1/4	1/4	4/4	5	1	V/v					g	i		V/v	V				v			M	1	1	3, 7, 4		3	3	2	3	0.4	0.1875	0.3125	0.375
27	27	1/2	1/2	4/4	5	1	V(6)/v					g	i		V(6)/v	V			6	v			M	1	1	3, 7, -1		3	3	1	3	0.25	0.125	0.375	0.25
27	27	3/4	3/4	4/4	5	1	V/v					g	i		V/v	V				v			M	1	1	3, 7, 4		3	3	2	3	0.4	0.125	0.375	0.25
28	28	0	0	4/4	5	1	V(6)/v					g	i		V(6)/v	V			6	v			M	1	1	3, 7, -1		3	3	2	4	0.3333333333333333	0.125	0.625	0.16666666666666666
28	28	1/4	1/4	4/4	5	1	V(64)/v					g	i		V(64)/v	V			64	v			M	1	1	3, 2, -1		3	3	1	3	0.25	0.0625	0.9375	0.0625
28	28	1/2	1/2	4/4	5	1	V(4)/v					g	i		V(4)/v	V			4	v			M	1	1	3, 2, 4		3	3	0	2	0.0	0.0	0.75	0.0
