mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	4/4	3	1	F.I					F	I		I	I							M	0	0	-1, 3, 0		-1.0	-1.0	0	2	0.0	0.0	2.0	0.0
2	2	0	0	4/4	3	1	IV					F	I		IV	IV							M	0	0	-2, 2, -1		-2.0	-2.0	0	2	0.0	0.0	1.0	0.0
2	2	1/2	1/2	4/4	3	1	V					F	I		V	V							M	0	0	0, 4, 1		0.0	0.0	0	2	0.0	0.0	1.0	0.0
3	3	0	0	4/4	3	1	I					F	I		I	I							M	0	0	-1, 3, 0		-1.0	-1.0	0	2	0.0	0.0	1.25	0.0
3	3	1/2	1/2	4/4	3	1	ii65(2)					F	I		ii65(2)	ii		65	2				mm7	0	0	-2, 2, -1, 3		1.0	-2.0	0	1	0.0	0.0	0.5	0.0
3	3	3/4	3/4	4/4	3	1	ii65					F	I		ii65	ii		65					mm7	0	0	-2, 2, -1, 1		1.0	-2.0	0	1	0.0	0.0	0.25	0.0
4	4	0	0	4/4	3	1	V(4)					F	I		V(4)	V			4				M	0	0	0, -1, 1		0.0	0.0	0	2	0.0	0.0	1.5	0.0
4	4	1/2	1/2	4/4	3	1	V					F	I		V	V							M	0	0	0, 4, 1		0.0	0.0	0	1	0.0	0.0	0.5	0.0
5	5	0	0	4/4	3	1	I\\					F	I		I	I						\\	M	0	0	-1, 3, 0		-1.0	-1.0	0	5	0.0	0.0	2.75	0.0
6	6	0	0	4/4	3	1	IV					F	I		IV	IV							M	0	0	-2, 2, -1		-2.0	-2.0	0	4	0.0	0.0	1.5	0.0
6	6	1/2	1/2	4/4	3	1	V					F	I		V	V							M	0	0	0, 4, 1		0.0	0.0	0	3	0.0	0.0	1.5	0.0
7	7	0	0	4/4	3	1	I					F	I		I	I							M	0	0	-1, 3, 0		-1.0	-1.0	0	3	0.0	0.0	1.75	0.0
7	7	1/2	1/2	4/4	3	1	ii65(2)					F	I		ii65(2)	ii		65	2				mm7	0	0	-2, 2, -1, 3		1.0	-2.0	0	1	0.0	0.0	0.5	0.0
7	7	3/4	3/4	4/4	3	1	ii65					F	I		ii65	ii		65					mm7	0	0	-2, 2, -1, 1		1.0	-2.0	0	1	0.0	0.0	0.25	0.0
8	8	0	0	4/4	3	1	V(4)					F	I		V(4)	V			4				M	0	0	0, -1, 1		0.0	0.0	0	2	0.0	0.0	1.5	0.0
8	8	1/2	1/2	4/4	3	1	V					F	I		V	V							M	0	0	0, 4, 1		0.0	0.0	0	2	0.0	0.0	0.75	0.0
9	9	0	0	4/4	3	1	I\\					F	I		I	I						\\	M	0	0	-1, 3, 0		-1.0	-1.0	0	4	0.0	0.0	1.5	0.0
9	9	1/2	1/2	4/4	3	1	V/V					F	I		V/V	V				V			M	0	0	1, 5, 2		1.0	1.0	0	2	0.0	0.0	1.0	0.0
10	10	0	0	4/4	3	1	V					F	I		V	V							M	0	0	0, 4, 1		0.0	0.0	0	2	0.0	0.0	1.5	0.0
10	10	1/2	1/2	4/4	3	1	vi/V	0	-5.5	/	IV6/IV	F	I		vi/V	vi				V			m	0	0	3, 0, 4		3.0	3.0	0	2	0.0	0.0	0.75	0.0
11	11	0	0	4/4	3	1	IV/V					F	I		IV/V	IV				V			M	0	0	-1, 3, 0		-1.0	-1.0	0	2	0.0	0.0	0.625	0.0
11	11	1/4	1/4	4/4	3	1	vi/V				IV6/V	F	I		vi/V	vi				V			m	0	0	3, 0, 4		3.0	3.0	0	2	0.0	0.0	0.375	0.0
11	11	1/2	1/2	4/4	3	1	V/V					F	I		V/V	V				V			M	0	0	1, 5, 2		1.0	1.0	0	2	0.0	0.0	1.0	0.0
12	12	0	0	4/4	3	1	V\\					F	I		V	V						\\	M	0	0	0, 4, 1		0.0	0.0	0	2	0.0	0.0	1.0	0.0
12	12	1/2	1/2	4/4	3	1	I6					F	I		I6	I		6					M	0	0	3, 0, -1		-1.0	3.0	0	3	0.0	0.0	1.0	0.0
13	13	0	0	4/4	3	1	IV					F	I		IV	IV							M	0	0	-2, 2, -1		-2.0	-2.0	0	3	0.0	0.0	1.0	0.0
13	13	1/4	1/4	4/4	3	1	IV6					F	I		IV6	IV		6					M	0	0	2, -1, -2		-2.0	2.0	0	3	0.0	0.0	0.5	0.0
13	13	1/2	1/2	4/4	3	1	V					F	I		V	V							M	0	0	0, 4, 1		0.0	0.0	0	3	0.0	0.0	1.5	0.0
14	14	0	0	4/4	3	1	I\\					F	I		I	I						\\	M	0	0	-1, 3, 0		-1.0	-1.0	0	3	0.0	0.0	3.0	0.0
15	15	0	0	4/4	3	1	V					F	I		V	V							M	0	0	0, 4, 1		0.0	0.0	0	4	0.0	0.0	1.75	0.0
16	16	0	0	4/4	3	1	I					F	I		I	I							M	0	0	-1, 3, 0		-1.0	-1.0	0	4	0.0	0.0	1.5	0.0
16	16	3/4	3/4	4/4	3	1	V6					F	I		V6	V		6					M	0	0	4, 1, 0		0.0	4.0	0	2	0.0	0.0	0.5	0.0
