mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	4/4	4	1	a.i					a	i		i	i							m	1	1	3, 0, 4		3	3	2	7	0.2222222222222222	0.5	4.5	0.1
3	3	0	0	4/4	4	1	I6					a	i		I6	I		6					M	1	1	7, 4, 3		3	7	1	4	0.2	0.25	2.75	0.08333333333333333
4	4	0	0	4/4	4	1	V(6)					a	i		V(6)	V			6				M	1	1	4, 8, 0		4	4	0	3	0.0	0.0	3.0	0.0
4	4	1/2	1/2	4/4	4	1	V(64)					a	i		V(64)	V			64				M	1	1	4, 3, 0		4	4						
5	5	0	0	4/4	4	1	V(4)					a	i		V(4)	V			4				M	1	1	4, 3, 5		4	4	0	4	0.0	0.0	3.5	0.0
5	5	1/2	1/2	4/4	4	1	V					a	i		V	V							M	1	1	4, 8, 5		4	4	0	1	0.0	0.0	0.5	0.0
6	6	0	0	4/4	4	1	i\\					a	i		i	i						\\	m	1	1	3, 0, 4		3	3	0	6	0.0	0.0	3.5	0.0
6	6	3/4	3/4	4/4	4	1	VII	-1	-2.5	/	v6	a	i		VII	VII							M	1	1	1, 5, 2		1	1	0	2	0.0	0.0	0.5	0.0
7	7	0	0	4/4	4	1	VI					a	i		VI	VI							M	1	1	-1, 3, 0		-1	-1	0	2	0.0	0.0	1.25	0.0
7	7	1/4	1/4	4/4	4	1	III6					a	i		III6	III		6					M	1	1	4, 1, 0		0	4	0	1	0.0	0.0	0.25	0.0
7	7	1/2	1/2	4/4	4	1	i					a	i		i	i							m	1	1	3, 0, 4		3	3	0	1	0.0	0.0	0.5	0.0
8	8	0	0	4/4	4	1	V6(4)					a	i		V6(4)	V		6	4				M	1	1	3, 5, 4		4	3	0	2	0.0	0.0	1.5	0.0
