mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/2	3	1	g.i					g	i		i	i							m	1	1	1, -2, 2		1	1	0	3	0.0	0.0	2.0	0.0
1	1	1	1	3/2	3	1	#vio6					g	i		#vio6	#vi	o	6					o	1	1	1, -2, 4		4	1	0	2	0.0	0.0	1.0	0.0
2	2	0	0	3/2	3	1	v					g	i		v	v							m	1	1	2, -1, 3		2	2	0	2	0.0	0.0	1.0	0.0
2	2	1/2	1/2	3/2	3	1	VII					g	i		VII	VII							M	1	1	-1, 3, 0		-1	-1	0	2	0.0	0.0	1.5	0.0
2	2	1	1	3/2	3	1	v6					g	i		v6	v		6					m	1	1	-1, 3, 2		2	-1	0	1	0.0	0.0	0.5	0.0
3	3	0	0	3/2	3	1	iv					g	i		iv	iv							m	1	1	0, -3, 1		0	0	0	2	0.0	0.0	1.0	0.0
3	3	1/2	1/2	3/2	3	1	VI					g	i		VI	VI							M	1	1	-3, 1, -2		-3	-3	0	2	0.0	0.0	1.5	0.0
3	3	1	1	3/2	3	1	iv6					g	i		iv6	iv		6					m	1	1	-3, 1, 0		0	-3	0	1	0.0	0.0	0.5	0.0
4	4	0	0	3/2	3	1	III					g	i		III	III							M	1	1	-2, 2, -1		-2	-2	0	2	0.0	0.0	2.0	0.0
4	4	1	1	3/2	3	1	iv					g	i		iv	iv							m	1	1	0, -3, 1		0	0	0	2	0.0	0.0	1.0	0.0
5	5	0	0	3/2	3	1	III6					g	i		III6	III		6					M	1	1	2, -1, -2		-2	2	0	2	0.0	0.0	1.0	0.0
5	5	1/2	1/2	3/2	3	1	VI				iv6	g	i		VI	VI							M	1	1	-3, 1, -2		-3	-3	0	2	0.0	0.0	2.0	0.0
6	6	0	0	3/2	3	1	V					g	i		V	V							M	1	1	2, 6, 3		2	2	0	4	0.0	0.0	3.5	0.0
6	6	1	1	3/2	3	1	V(+6)					g	i		V(+6)	V			+6				M	1	1	2, 6, 3	-2	2	2	0	2	0.0	0.0	1.0	0.0
7	7	0	0	3/2	3	1	ii					g	i		ii	ii							m	1	1	3, 0, 4		3	3	0	2	0.0	0.0	1.0	0.0
7	7	1/2	1/2	3/2	3	1	IV					g	i		IV	IV							M	1	1	0, 4, 1		0	0	0	2	0.0	0.0	1.5	0.0
7	7	1	1	3/2	3	1	ii6					g	i		ii6	ii		6					m	1	1	0, 4, 3		3	0	0	1	0.0	0.0	0.5	0.0
8	8	0	0	3/2	3	1	i					g	i		i	i							m	1	1	1, -2, 2		1	1	0	2	0.0	0.0	1.0	0.0
8	8	1/2	1/2	3/2	3	1	III					g	i		III	III							M	1	1	-2, 2, -1		-2	-2	0	2	0.0	0.0	1.5	0.0
8	8	1	1	3/2	3	1	i6					g	i		i6	i		6					m	1	1	-2, 2, 1		1	-2	0	1	0.0	0.0	0.5	0.0
9	9	0	0	3/2	3	1	VII					g	i		VII	VII							M	1	1	-1, 3, 0		-1	-1	0	2	0.0	0.0	2.0	0.0
9	9	1	1	3/2	3	1	i					g	i		i	i							m	1	1	1, -2, 2		1	1	0	2	0.0	0.0	1.0	0.0
10	10	0	0	3/2	3	1	VII6					g	i		VII6	VII		6					M	1	1	3, 0, -1		-1	3	0	2	0.0	0.0	1.0	0.0
10	10	1/2	1/2	3/2	3	1	VI/v				iv6/v	g	i		VI/v	VI				v			M	1	1	-2, 2, -1		-2	-2	0	3	0.0	0.0	2.5	0.0
11	11	0	0	3/2	3	1	V(4)/v					g	i		V(4)/v	V			4	v			M	1	1	3, 2, 4		3	3	0	4	0.0	0.0	3.0	0.0
11	11	1	1	3/2	3	1	V/v					g	i		V/v	V				v			M	1	1	3, 7, 4		3	3	0	2	0.0	0.0	1.0	0.0
12	12	0	0	3/2	3	1	v					g	i		v	v							m	1	1	2, -1, 3		2	2	2	3	0.4	0.5	1.5	0.25
12	12	1	1	3/2	3	1	III				i6	g	i		III	III							M	1	1	-2, 2, -1		-2	-2	0	6	0.0	0.0	3.0	0.0
13	13	1/2	1/2	3/2	3	1	V(4)/v					g	i		V(4)/v	V			4	v			M	1	1	3, 2, 4		3	3	0	3	0.0	0.0	2.5	0.0
13	13	1	1	3/2	3	1	V/v					g	i		V/v	V				v			M	1	1	3, 7, 4		3	3	0	1	0.0	0.0	0.5	0.0
14	14	0	0	3/2	3	1	i					g	i		i	i							m	1	1	1, -2, 2		1	1	2	6	0.25	0.5	4.0	0.1111111111111111
15	15	0	0	3/2	3	1	ii65					g	i		ii65	ii		65					mm7	1	1	0, 4, 1, 3		3	0	0	3	0.0	0.0	1.5	0.0
15	15	1/2	1/2	3/2	3	1	V(4)					g	i		V(4)	V			4				M	1	1	2, 1, 3		2	2	0	3	0.0	0.0	2.5	0.0
15	15	1	1	3/2	3	1	V					g	i		V	V							M	1	1	2, 6, 3		2	2	0	1	0.0	0.0	0.5	0.0
16	16	0	0	3/2	3	1	i					g	i		i	i							m	1	1	1, -2, 2		1	1	2	4	0.3333333333333333	0.5	2.5	0.16666666666666666
16	16	1	1	3/2	3	1	iv					g	i		iv	iv							m	1	1	0, -3, 1		0	0	0	3	0.0	0.0	1.5	0.0
17	17	0	0	3/2	3	1	ii65/iv					g	i		ii65/iv	ii		65		iv			mm7	1	1	-1, 3, 0, 2		2	-1	0	3	0.0	0.0	1.5	0.0
17	17	1/2	1/2	3/2	3	1	V(4)/iv					g	i		V(4)/iv	V			4	iv			M	1	1	1, 0, 2		1	1	0	3	0.0	0.0	2.5	0.0
17	17	1	1	3/2	3	1	V/iv					g	i		V/iv	V				iv			M	1	1	1, 5, 2		1	1	0	1	0.0	0.0	0.5	0.0
18	18	0	0	3/2	3	1	IV					g	i		IV	IV							M	1	1	0, 4, 1		0	0	2	4	0.3333333333333333	0.5	2.5	0.16666666666666666
18	18	1	1	3/2	3	1	v					g	i		v	v							m	1	1	2, -1, 3		2	2	0	2	0.0	0.0	1.0	0.0
19	19	0	0	3/2	3	1	ii6/VII					g	i		ii6/VII	ii		6		VII			m	1	1	-2, 2, 1		1	-2	0	2	0.0	0.0	1.0	0.0
19	19	1/2	1/2	3/2	3	1	V/VII					g	i		V/VII	V				VII			M	1	1	0, 4, 1		0	0	0	3	0.0	0.0	2.5	0.0
20	20	0	0	3/2	3	1	VII\\					g	i		VII	VII						\\	M	1	1	-1, 3, 0		-1	-1	0	7	0.0	0.0	7.5	0.0
22	22	0	0	3/2	3	1	V					g	i		V	V							M	1	1	2, 6, 3		2	2	0	6	0.0	0.0	6.5	0.0
24	24	0	0	3/2	3	1	i					g	i		i	i							m	1	1	1, -2, 2		1	1	5	7	0.4166666666666667	1.0	3.0	0.25
25	25	0	0	3/2	3	1	v					g	i		v	v							m	1	1	2, -1, 3		2	2	15	14	0.5172413793103449	3.5	5.5	0.3888888888888889
27	27	0	0	3/2	3	1	ii					g	i		ii	ii							m	1	1	3, 0, 4		3	3	0	3	0.0	0.0	2.25	0.0
27	27	3/4	3/4	3/2	3	1	i6					g	i		i6	i		6					m	1	1	-2, 2, 1		1	-2	2	3	0.4	0.25	0.5	0.3333333333333333
27	27	1	1	3/2	3	1	IV					g	i		IV	IV							M	1	1	0, 4, 1		0	0	0	3	0.0	0.0	1.5	0.0
28	28	0	0	3/2	3	1	i					g	i		i	i							m	1	1	1, -2, 2		1	1	0	3	0.0	0.0	1.5	0.0
28	28	1/2	1/2	3/2	3	1	V\\					g	i		V	V						\\	M	1	1	2, 6, 3		2	2	0	6	0.0	0.0	6.0	0.0
30	30	0	0	3/2	3	1	III					g	i		III	III							M	1	1	-2, 2, -1		-2	-2	1	3	0.25	0.5	2.5	0.16666666666666666
31	31	0	0	3/2	3	1	ii				#viio6	g	i		ii	ii							m	1	1	3, 0, 4		3	3	1	3	0.25	0.5	2.5	0.16666666666666666
32	32	0	0	3/2	3	1	i					g	i		i	i							m	1	1	1, -2, 2		1	1	1	3	0.25	0.5	2.5	0.16666666666666666
33	33	0	0	3/2	3	1	VII					g	i		VII	VII							M	1	1	-1, 3, 0		-1	-1	0	2	0.0	0.0	3.0	0.0
34	34	0	0	3/2	3	1	v					g	i		v	v							m	1	1	2, -1, 3		2	2	1	3	0.25	0.5	2.5	0.16666666666666666
35	35	0	0	3/2	3	1	iv					g	i		iv	iv							m	1	1	0, -3, 1		0	0	1	3	0.25	0.5	2.5	0.16666666666666666
36	36	0	0	3/2	3	1	III					g	i		III	III							M	1	1	-2, 2, -1		-2	-2	1	3	0.25	0.5	2.5	0.16666666666666666
37	37	0	0	3/2	3	1	VII					g	i		VII	VII							M	1	1	-1, 3, 0		-1	-1	0	4	0.0	0.0	3.0	0.0
38	38	0	0	3/2	3	1	III					g	i		III	III							M	1	1	-2, 2, -1		-2	-2	2	5	0.2857142857142857	1.0	3.5	0.2222222222222222
39	39	0	0	3/2	3	1	IV					g	i		IV	IV							M	1	1	0, 4, 1		0	0	2	5	0.2857142857142857	1.0	3.5	0.2222222222222222
40	40	0	0	3/2	3	1	V(6)					g	i		V(6)	V			6				M	1	1	2, 6, -2		2	2	0	3	0.0	0.0	2.5	0.0
40	40	1/2	1/2	3/2	3	1	V7					g	i		V7	V		7					Mm7	1	1	2, 6, 3, 0		2	2	0	1	0.0	0.0	0.5	0.0
40	40	1	1	3/2	3	1	VI					g	i		VI	VI							M	1	1	-3, 1, -2		-3	-3	0	3	0.0	0.0	1.5	0.0
41	41	0	0	3/2	3	1	iio65					g	i		iio65	ii	o	65					o7	1	1	0, -3, -6, 3		3	0	1	2	0.3333333333333333	0.5	1.5	0.25
41	41	1/2	1/2	3/2	3	1	V					g	i		V	V							M	1	1	2, 6, 3		2	2	0	3	0.0	0.0	2.5	0.0
42	42	0	0	3/2	3	1	i\\					g	i		i	i						\\	m	1	1	1, -2, 2		1	1	1	4	0.2	0.5	4.0	0.1111111111111111
43	43	0	0	3/2	3	1	VII					g	i		VII	VII							M	1	1	-1, 3, 0		-1	-1	1	3	0.25	0.5	2.5	0.16666666666666666
44	44	0	0	3/2	3	1	III					g	i		III	III							M	1	1	-2, 2, -1		-2	-2	0	2	0.0	0.0	2.0	0.0
44	44	1	1	3/2	3	1	IV/III					g	i		IV/III	IV				III			M	1	1	-3, 1, -2		-3	-3	0	4	0.0	0.0	2.0	0.0
45	45	1/2	1/2	3/2	3	1	V/III					g	i		V/III	V				III			M	1	1	-1, 3, 0		-1	-1	0	3	0.0	0.0	2.5	0.0
46	46	0	0	3/2	3	1	III					g	i		III	III							M	1	1	-2, 2, -1		-2	-2	1	4	0.2	0.5	3.5	0.125
47	47	0	0	3/2	3	1	IV					g	i		IV	IV							M	1	1	0, 4, 1		0	0	1	4	0.2	0.5	3.0	0.14285714285714285
48	48	0	0	3/2	3	1	IV/IV					g	i		IV/IV	IV				IV			M	1	1	-1, 3, 0		-1	-1	1	4	0.2	0.5	3.5	0.125
49	49	0	0	3/2	3	1	V/IV					g	i		V/IV	V				IV			M	1	1	1, 5, 2		1	1	1	4	0.2	0.5	3.0	0.14285714285714285
50	50	0	0	3/2	3	1	IV					g	i		IV	IV							M	1	1	0, 4, 1		0	0	1	4	0.2	0.5	3.5	0.125
51	51	0	0	3/2	3	1	v					g	i		v	v							m	1	1	2, -1, 3		2	2	1	4	0.2	0.5	3.0	0.14285714285714285
52	52	0	0	3/2	3	1	i					g	i		i	i							m	1	1	1, -2, 2		1	1	1	5	0.16666666666666666	0.5	4.0	0.1111111111111111
53	53	0	0	3/2	3	1	VII					g	i		VII	VII							M	1	1	-1, 3, 0		-1	-1	2	5	0.2857142857142857	1.0	3.5	0.2222222222222222
54	54	0	0	3/2	3	1	III					g	i		III	III							M	1	1	-2, 2, -1		-2	-2	0	3	0.0	0.0	3.0	0.0
54	54	1	1	3/2	3	1	VI					g	i		VI	VI							M	1	1	-3, 1, -2		-3	-3	0	3	0.0	0.0	1.5	0.0
55	55	0	0	3/2	3	1	iv					g	i		iv	iv							m	1	1	0, -3, 1		0	0	0	3	0.0	0.0	1.5	0.0
55	55	1/2	1/2	3/2	3	1	V					g	i		V	V							M	1	1	2, 6, 3		2	2	0	3	0.0	0.0	3.0	0.0
56	56	0	0	3/2	3	1	i\\					g	i		i	i						\\	m	1	1	1, -2, 2		1	1	0	3	0.0	0.0	4.5	0.0
57	57	1/2	1/2	2/2	3	1	v					g	i		v	v							m	1	1	2, -1, 3		2	2	0	9	0.0	0.0	6.0	0.0
59	59	3/4	3/4	2/2	3	1	IV					g	i		IV	IV							M	1	1	0, 4, 1		0	0	0	3	0.0	0.0	0.75	0.0
