mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	4/4	3	1	g.i					g	i		i	i							m	1	1	1, -2, 2		1.0	1.0	0	2	0.0	0.0	2.0	0.0
2	2	0	0	4/4	3	1	V					g	i		V	V							M	1	1	2, 6, 3		2.0	2.0	0	2	0.0	0.0	1.0	0.0
2	2	1/2	1/2	4/4	3	1	V(64)					g	i		V(64)	V			64				M	1	1	2, 1, -2		2.0	2.0	0	2	0.0	0.0	1.0	0.0
3	3	0	0	4/4	3	1	V(4)					g	i		V(4)	V			4				M	1	1	2, 1, 3		2.0	2.0	0	2	0.0	0.0	1.5	0.0
3	3	1/2	1/2	4/4	3	1	V					g	i		V	V							M	1	1	2, 6, 3		2.0	2.0	0	1	0.0	0.0	0.5	0.0
4	4	0	0	4/4	3	1	i					g	i		i	i							m	1	1	1, -2, 2		1.0	1.0	0	3	0.0	0.0	3.0	0.0
5	5	0	0	4/4	3	1	V					g	i		V	V							M	1	1	2, 6, 3		2.0	2.0	0	2	0.0	0.0	1.0	0.0
5	5	1/2	1/2	4/4	3	1	V(64)					g	i		V(64)	V			64				M	1	1	2, 1, -2		2.0	2.0	0	2	0.0	0.0	1.0	0.0
6	6	0	0	4/4	3	1	V(4)					g	i		V(4)	V			4				M	1	1	2, 1, 3		2.0	2.0	0	2	0.0	0.0	1.5	0.0
6	6	1/2	1/2	4/4	3	1	V					g	i		V	V							M	1	1	2, 6, 3		2.0	2.0	0	1	0.0	0.0	0.5	0.0
7	7	0	0	4/4	3	1	i\\					g	i		i	i						\\	m	1	1	1, -2, 2		1.0	1.0	0	7	0.0	0.0	3.5	0.0
