mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	4/2	3	1	G.I		G	I		I	I							M	0	0	1, 5, 2		1	1	0	5	0.0	0.0	3.0	0.0
1	1	3/2	3/2	4/2	3	1	vi		G	I		vi	vi							m	0	0	4, 1, 5		4	4	0	2	0.0	0.0	1.0	0.0
2	2	0	0	4/2	3	1	bVII		G	I		bVII	bVII							M	0	0	-1, 3, 0		-1	-1	1	3	0.25	0.25	1.75	0.125
2	2	1	1	4/2	3	1	V		G	I		V	V							M	0	0	2, 6, 3		2	2	0	2	0.0	0.0	1.0	0.0
2	2	3/2	3/2	4/2	3	1	I		G	I		I	I							M	0	0	1, 5, 2		1	1	0	2	0.0	0.0	1.0	0.0
3	3	0	0	4/2	3	1	V6(4)		G	I		V6(4)	V		6	4				M	0	0	1, 3, 2		2	1	0	3	0.0	0.0	2.25	0.0
3	3	1/2	1/2	4/2	3	1	V6		G	I		V6	V		6					M	0	0	6, 3, 2		2	6	0	2	0.0	0.0	0.75	0.0
3	3	1	1	4/2	3	1	I		G	I		I	I							M	0	0	1, 5, 2		1	1	0	2	0.0	0.0	1.0	0.0
3	3	3/2	3/2	4/2	3	1	vi		G	I		vi	vi							m	0	0	4, 1, 5		4	4	0	2	0.0	0.0	1.0	0.0
4	4	0	0	4/2	3	1	ii		G	I		ii	ii							m	0	0	3, 0, 4		3	3	1	2	0.3333333333333333	0.25	0.75	0.25
4	4	1/2	1/2	4/2	3	1	bVII		G	I		bVII	bVII							M	0	0	-1, 3, 0		-1	-1	1	2	0.3333333333333333	0.25	0.75	0.25
4	4	1	1	4/2	3	1	V		G	I		V	V							M	0	0	2, 6, 3		2	2	0	2	0.0	0.0	1.0	0.0
4	4	3/2	3/2	4/2	3	1	I		G	I		I	I							M	0	0	1, 5, 2		1	1	0	2	0.0	0.0	1.0	0.0
5	5	0	0	4/2	3	1	V\\		G	I		V	V						\\	M	0	0	2, 6, 3		2	2	0	3	0.0	0.0	2.5	0.0
5	5	1	1	4/2	3	1	IV		G	I		IV	IV							M	0	0	0, 4, 1		0	0	0	2	0.0	0.0	0.75	0.0
5	5	5/4	5/4	4/2	3	1	V2		G	I		V2	V		2					Mm7	0	0	0, 2, 6, 3		2	0	0	1	0.0	0.0	0.25	0.0
5	5	3/2	3/2	4/2	3	1	I6		G	I		I6	I		6					M	0	0	5, 2, 1		1	5	0	2	0.0	0.0	0.5	0.0
5	5	7/4	7/4	4/2	3	1	ii	viio6	G	I		ii	ii							m	0	0	3, 0, 4		3	3	0	2	0.0	0.0	0.5	0.0
6	6	0	0	4/2	3	1	I		G	I		I	I							M	0	0	1, 5, 2		1	1	0	2	0.0	0.0	1.0	0.0
6	6	1/2	1/2	4/2	3	1	ii	viio6	G	I		ii	ii							m	0	0	3, 0, 4		3	3	0	2	0.0	0.0	0.5	0.0
6	6	3/4	3/4	4/2	3	1	I6		G	I		I6	I		6					M	0	0	5, 2, 1		1	5	0	2	0.0	0.0	0.5	0.0
6	6	1	1	4/2	3	1	ii6	ii65	G	I		ii6	ii		6					m	0	0	0, 4, 3		3	0	0	2	0.0	0.0	1.0	0.0
6	6	3/2	3/2	4/2	3	1	V		G	I		V	V							M	0	0	2, 6, 3		2	2	0	3	0.0	0.0	1.5	0.0
7	7	0	0	4/2	3	1	vi\\		G	I		vi	vi						\\	m	0	0	4, 1, 5		4	4	2	4	0.3333333333333333	0.5	2.5	0.16666666666666666
7	7	1	1	4/2	3	1	v		G	I		v	v							m	0	0	2, -1, 3		2	2	1	3	0.25	0.25	1.75	0.125
8	8	0	0	4/2	3	1	V/v		G	I		V/v	V				v			M	0	0	3, 7, 4		3	3	0	5	0.0	0.0	3.0	0.0
8	8	1	1	4/2	3	1	v		G	I		v	v							m	0	0	2, -1, 3		2	2	0	3	0.0	0.0	2.0	0.0
8	8	3/2	3/2	4/2	3	1	i		G	I		i	i							m	0	0	1, -2, 2		1	1	0	2	0.0	0.0	1.0	0.0
9	9	0	0	4/2	3	1	V		G	I		V	V							M	0	0	2, 6, 3		2	2	0	3	0.0	0.0	2.0	0.0
9	9	1	1	4/2	3	1	I		G	I		I	I							M	0	0	1, 5, 2		1	1	0	7	0.0	0.0	3.0	0.0
10	10	0	0	4/2	3	1	vi		G	I		vi	vi							m	0	0	4, 1, 5		4	4	0	3	0.0	0.0	1.5	0.0
10	10	1/2	1/2	4/2	3	1	ii		G	I		ii	ii							m	0	0	3, 0, 4		3	3	0	3	0.0	0.0	1.5	0.0
10	10	1	1	4/2	3	1	bVII		G	I		bVII	bVII							M	0	0	-1, 3, 0		-1	-1	0	3	0.0	0.0	1.5	0.0
10	10	3/2	3/2	4/2	3	1	v		G	I		v	v							m	0	0	2, -1, 3		2	2	0	3	0.0	0.0	1.5	0.0
11	11	0	0	4/2	3	1	I		G	I		I	I							M	0	0	1, 5, 2		1	1	0	3	0.0	0.0	1.5	0.0
11	11	1/2	1/2	4/2	3	1	vi		G	I		vi	vi							m	0	0	4, 1, 5		4	4	0	3	0.0	0.0	1.5	0.0
11	11	1	1	4/2	3	1	V		G	I		V	V							M	0	0	2, 6, 3		2	2	0	4	0.0	0.0	3.0	0.0
12	12	0	0	4/2	3	1	I		G	I		I	I							M	0	0	1, 5, 2		1	1	0	6	0.0	0.0	2.5	0.0
12	12	1	1	4/2	3	1	vi		G	I		vi	vi							m	0	0	4, 1, 5		4	4	0	4	0.0	0.0	1.5	0.0
12	12	3/2	3/2	4/2	3	1	ii		G	I		ii	ii							m	0	0	3, 0, 4		3	3	0	3	0.0	0.0	1.5	0.0
13	13	0	0	4/2	3	1	bVII		G	I		bVII	bVII							M	0	0	-1, 3, 0		-1	-1	0	3	0.0	0.0	1.5	0.0
